time,open,high,low,close,Basis,Upper,Lower,ATR Trailing Stoploss,VWAP,Upper Band #1,Lower Band #1,Volume,Volume MA,Histogram,MACD,Signal,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,ATR,ADX
2025-02-10T13:30:00-05:00,6065.52,6073.38,6061.22,6066.45,6000.898600000006,6165.079506904437,5836.717693095575,5991.53498545778,6063.770015059256,6066.937380267598,6060.6026498509145,1291121530,1485508836.3333333,-1.5798811807287372,12.2340102641665,13.813891444895237,54.522731627674766,52.89006558078757,NaN,NaN,NaN,NaN,42.974851325815386,16.15719659585757
2025-02-11T09:30:00-05:00,6043.94,6070.14,6042.34,6058.09,6003.304600000004,6167.241379629364,5839.367820370644,5991.53498545778,6056.856666666667,6056.856666666667,6056.856666666667,1419776710,1483707909,-1.6857662909443913,11.706683581214747,13.392449872159139,53.00171932781425,52.431711688220346,NaN,NaN,NaN,NaN,41.89093337397144,16.420389206390404
2025-02-11T13:30:00-05:00,6058.07,6076.28,6057.8,6068.49,6005.825200000005,6169.817942826195,5841.832457173815,5996.584398107844,6061.845651187017,6067.167856401568,6056.523445972466,1247559100,1476946793.3333333,-1.122155077511108,11.989756025270253,13.111911102781361,54.694940048708546,52.631008230638024,NaN,NaN,NaN,NaN,40.21872384725917,16.48072613009819
2025-02-12T09:30:00-05:00,6013.65,6063,6003,6053.1,6006.944800000006,6171.448100208869,5842.441499791143,5996.584398107844,6039.7,6039.7,6039.7,1470696500,1478238847,-1.8117619012928792,10.847208726165263,12.658970627458142,51.725165656172834,53.02949903609231,NaN,NaN,NaN,NaN,42.02381500102636,17.548893599000877
2025-02-12T13:30:00-05:00,6053.25,6059.32,6043.22,6051.98,6008.477000000005,6173.202351211662,5843.751648788349,5996.584398107844,6045.31879710434,6051.215269233505,6039.422324975175,1335442700,1476458836.6666667,-2.3359037481758236,9.739090942238363,12.074994690414186,51.50598707651292,53.43249148545575,NaN,NaN,NaN,NaN,40.172113929524436,18.540763391553373
2025-02-13T09:30:00-05:00,6060.59,6093.2,6050.95,6079.55,6011.153200000005,6176.062351834816,5846.244048165195,6003.874051831216,6074.566666666667,6074.566666666667,6074.566666666667,1480929900,1486621025,-0.8926061993361945,10.959236941243944,11.851843140580138,56.403253437177206,53.81287728550599,NaN,NaN,NaN,NaN,40.32053436312983,18.434971856446193
2025-02-13T13:30:00-05:00,6079.67,6116.91,6072.08,6115.08,6015.274400000004,6180.067173926706,5850.481626073301,6023.034241464973,6087.515536871328,6100.903105478179,6074.127968264476,1385462700,1492558889.3333333,2.218207238734548,14.624602188998324,12.406394950263776,61.76244024105219,54.50870203354615,NaN,NaN,NaN,NaN,40.642639051477694,17.699998564997916
2025-02-14T09:30:00-05:00,6117.62,6127.47,6107.62,6115.75,6019.304200000004,6183.873383510534,5854.735016489474,6042.444393171979,6116.946666666667,6116.946666666667,6116.946666666667,1423060430,1499637575.6666667,3.9813738465458517,17.38311225844609,13.401738411900238,61.85765767047448,55.13965361399459,NaN,NaN,NaN,NaN,39.15745054780074,16.74531690373496
2025-02-14T13:30:00-05:00,6115.52,6124.16,6111.93,6114.62,6023.231400000003,6187.339103268512,5859.123696731494,6050.024514537583,6116.92580808019,6116.947459651292,6116.904156509088,1320728070,1502820068.6666667,4.683487271115464,19.256097500794567,14.572610229679103,61.57914288987628,55.58401045888612,NaN,NaN,NaN,NaN,37.2340612229578,15.858826789705072
2025-02-18T09:30:00-05:00,6123.83,6125.39,6108.94,6114.07,6028.437800000003,6187.136030527473,5869.739569472534,6057.856611630066,6116.133333333334,6116.133333333334,6116.133333333334,1512217559,1478911148.3,4.710086800693782,20.46021873054633,15.750131929852548,61.43415437841189,55.880991564444244,NaN,NaN,NaN,NaN,35.749485421318006,15.113824882147314
2025-02-18T13:30:00-05:00,6114.01,6129.63,6099.51,6129.57,6034.488600000004,6184.860436618519,5884.116763381489,6060.543289304053,6117.844639934149,6119.562958903841,6116.126320964458,1499900190,1469987293.6333334,5.32543118017789,22.406920905074912,17.081489724897022,64.00621478596955,56.2796164687847,NaN,NaN,NaN,NaN,35.34737931979528,14.674676517754385
2025-02-19T09:30:00-05:00,6117.77,6135.07,6111.15,6132.03,6040.768800000004,6180.290766708049,5901.24683329196,6067.840631443242,6126.083333333333,6126.083333333333,6126.083333333333,1441895370,1458418590.9666667,5.433211985452694,23.87300470671289,18.439792721260197,64.41188339502293,57.115308614000845,NaN,NaN,NaN,NaN,34.53113793980991,14.090158586601223
2025-02-19T13:30:00-05:00,6132.07,6147.43,6130.19,6144.14,6046.927400000004,6176.626937257476,5917.227862742532,6085.026505154594,6133.326991171166,6140.578653415813,6126.0753289265185,1438713990,1457536162.3,5.8206687943421755,25.715628714187915,19.89495991984574,66.41838355461604,58.40794233680234,NaN,NaN,NaN,NaN,33.29605665839497,13.147010655617189
2025-02-20T09:30:00-05:00,6134.5,6134.5,6084.59,6094.17,6051.983600000004,6168.248908308184,5935.718291691825,6085.026505154594,6104.420000000001,6104.420000000001,6104.420000000001,1602450680,1465967736.9666667,2.388042926525763,22.880013578002945,20.49197065147718,53.11159080062319,58.31680463500765,NaN,NaN,NaN,NaN,35.171338325652485,13.495709818446503
2025-02-20T13:30:00-05:00,6094.16,6121.72,6092.87,6117.51,6057.475800000004,6158.684423433578,5956.26717656643,6085.026505154594,6107.2750801529155,6110.402126792594,6104.148033513237,1335834220,1463892275.6333334,1.4140372659765887,22.259517233947918,20.84547996797133,57.40426019802396,58.52262810431831,NaN,NaN,NaN,NaN,34.71981415953447,13.81950189821658
2025-02-21T09:30:00-05:00,6114.1,6114.82,6035.69,6035.86,6059.3332000000055,6155.344685098544,5963.321714901467,6085.026505154594,6062.123333333333,6062.123333333333,6062.123333333333,1454991897,1461434637.8666666,-4.671333295026965,15.006313349187621,19.677646644214587,42.68269976452404,57.78555527836901,NaN,NaN,NaN,NaN,38.084113148139195,15.296917600110534
2025-02-21T13:30:00-05:00,6035.89,6046,6008.56,6013.12,6060.597200000005,6152.38482121593,5968.809578784079,6085.026505154594,6040.500127126263,6060.195889823676,6020.804364428849,1753699380,1471269641.5333333,-9.871257682644735,7.338574540908667,17.209832223553402,39.63411782406838,56.70978226232329,NaN,NaN,NaN,NaN,38.03810506612922,17.10449441619836
2025-02-24T09:30:00-05:00,6026.69,6043.65,5977.83,6028.08,6062.284000000005,6148.340535369563,5976.227464630447,6085.026505154594,6016.5199999999995,6016.5199999999995,6016.5199999999995,1642295890,1474813189.2,-11.815188414925839,2.440846704896103,14.256035119821941,42.541652730298246,56.05381705333224,NaN,NaN,NaN,NaN,40.02252613283425,19.21576260717093
2025-02-24T13:30:00-05:00,6028.13,6029.6,5979.92,5983.26,6063.202200000004,6144.769705616389,5981.63469438362,6085.026505154594,6007.361580870691,6016.820000670582,5997.9031610708,1539767910,1465634621.5333333,-15.40451208059694,-4.999604980924232,10.404907099672707,36.819764911595605,55.00480118440958,NaN,NaN,NaN,NaN,40.71234569477468,21.17622592735974
2025-02-25T09:30:00-05:00,5982.24,5992.65,5908.49,5950.53,6061.970400000005,6148.307178531545,5975.633621468464,6085.026505154594,5950.556666666666,5950.556666666666,5950.556666666666,1836669310,1467586982.2,-19.030312328128783,-13.382983310488271,5.647329017640511,33.29769488287975,53.354404144816904,NaN,NaN,NaN,NaN,43.815749573719344,23.81840031869926
2025-02-25T13:30:00-05:00,5950.61,5979.94,5943.82,5955.26,6061.142600000005,6150.702226511065,5971.582973488944,6085.026505154594,5954.701724976013,5959.241285146078,5950.162164805948,1531315590,1472859034.8666666,-20.054921332333148,-19.421322647775924,0.6335986845572235,34.276147516322425,51.39109752162192,NaN,NaN,NaN,NaN,43.266053175596525,26.271847967800237
2025-02-26T09:30:00-05:00,5970.87,6009.82,5952.79,5953.12,6059.264000000005,6153.733215132923,5964.7947848670865,6085.026505154594,5971.91,5971.91,5971.91,1470056985,1470051762.0333333,-19.788160489600156,-24.10160192744297,-4.313441437842816,34.032907328028216,49.40361535430433,NaN,NaN,NaN,NaN,44.249192234482464,27.479848504079712
2025-02-26T13:30:00-05:00,5952.92,5965.87,5932.69,5956.07,6057.400800000004,6156.1652277524845,5958.6363722475235,6054.8022041236745,5962.094135515877,5972.27083657302,5951.917434458734,1367657160,1469105153.0333333,-18.356044959653804,-27.258497637410073,-8.90245267775627,34.7206282234351,47.4851500209871,NaN,NaN,NaN,NaN,43.458535646305165,28.86217693407243
2025-02-27T09:30:00-05:00,5981.89,5993.69,5918.04,5959.24,6054.744000000005,6156.7283591135165,5952.759640886494,6043.53676329894,5956.990000000001,5956.990000000001,5956.990000000001,1655418180,1470292159.0333333,-16.212704525424048,-29.168333334536328,-12.95562880911228,35.49879845006289,45.6326245975336,NaN,NaN,NaN,NaN,45.75792595728334,29.229560003445442
2025-02-27T13:30:00-05:00,5959.46,5962.54,5858.78,5861.56,6050.248000000005,6165.250575413751,5935.245424586259,6011.363410639151,5925.940163791196,5957.287075955699,5894.593251626693,1624189930,1477124703.3666666,-20.13499891007546,-38.1243774467066,-17.989378536631143,25.43666809391472,42.87765697667255,NaN,NaN,NaN,NaN,49.900931246048835,30.357645733495048
2025-02-28T09:30:00-05:00,5858.47,5903.49,5837.66,5859.87,6045.423000000005,6171.2202004927385,5919.625799507272,5944.514728511322,5867.006666666666,5867.006752983412,5867.00658034992,1732031930,1481557203.3666666,-21.481753250134393,-44.84157009929913,-23.35981684916474,25.303034811535895,40.084167792137755,NaN,NaN,NaN,NaN,51.038721871331056,31.641617670088618
2025-02-28T13:30:00-05:00,5859.88,5959.4,5848.62,5954.51,6042.138800000004,6168.6821113289025,5915.595488671106,5929.551782809057,5897.936489348123,5924.554239490709,5871.318739205538,2338665270,1511847046.7,-14.947093082308598,-42.04368320205049,-27.09659011974189,43.27519040705714,38.43108256731212,NaN,NaN,NaN,NaN,55.30595602337882,31.281505394121083
2025-03-03T09:30:00-05:00,5971.74,5986.09,5890.63,5892.62,6037.886600000005,6169.83702472672,5905.93617527329,5913.4814262472455,5923.113333333334,5923.113333333334,5923.113333333334,1667637280,1514653394.7,-13.770384142082559,-44.30957029734509,-30.53918615526253,37.00490955339461,37.28060533536723,NaN,NaN,NaN,NaN,58.174102021708904,30.313689472804928
2025-03-03T13:30:00-05:00,5892.61,5917.61,5810.91,5849.71,6032.855800000006,6173.644008942341,5892.06759105767,5880.47309023859,5889.841632452539,5921.661628874196,5858.021636030881,1823271520,1533334263.3666666,-14.77097550743639,-49.002905539558014,-34.231930032121625,33.39232980666762,35.56546745027035,NaN,NaN,NaN,NaN,61.640237591586825,30.495559889754
2025-03-04T09:30:00-05:00,5802.48,5811.46,5732.59,5786.86,6028.986200000006,6185.133266927391,5872.839133072621,5880.47309023859,5776.97,5776.97,5776.97,2326443860,1565663391.3666666,-18.32266204572138,-57.13525758927335,-38.81259554355197,28.936438187057732,34.583591623308465,NaN,NaN,NaN,NaN,65.60307776361633,31.445499344818096
2025-03-04T13:30:00-05:00,5786.71,5865.08,5759.36,5778.14,6024.303200000007,6195.492536089503,5853.11386391051,5880.47309023859,5787.589974614618,5799.461256462912,5775.718692766323,1861848340,1584687618.3666666,-19.790929142707064,-63.5512569719358,-43.760327829228736,28.370778744833828,33.77906740336314,NaN,NaN,NaN,NaN,68.46857220907232,31.226465091208798
2025-03-05T09:30:00-05:00,5779.14,5822.31,5742.35,5803.93,6019.127000000007,6200.6912403661245,5837.562759633889,5859.810977752697,5789.529999999999,5789.53010571599,5789.529894284007,1624277710,1591504318.3666666,-17.62892519985131,-65.79648432904287,-48.16755912919156,32.56921646568735,33.06675052731951,NaN,NaN,NaN,NaN,69.28938847985287,31.20382380423483
2025-03-05T13:30:00-05:00,5803.79,5860.59,5791.66,5842.62,6014.625200000006,6202.210011804185,5827.040388195826,5859.810977752697,5810.240037925035,5831.284012332702,5789.196063517367,1573136990,1602356914.7,-12.441445768743037,-63.71936634012036,-51.27792057137732,38.40224916937935,33.17978511716121,NaN,NaN,NaN,NaN,69.26371787414912,30.44527762680148
2025-03-06T09:30:00-05:00,5785.87,5812.08,5721.59,5736.07,6008.476400000007,6211.3988582836955,5805.553941716318,5803.556782202158,5756.579999999999,5756.579999999999,5756.579999999999,1588672250,1606289439.7,-14.870114079805703,-69.86556317113445,-54.99544909132875,30.561604620193393,32.9843500983979,NaN,NaN,NaN,NaN,72.96130945456703,30.504209518450416
2025-03-06T13:30:00-05:00,5736.1,5759.47,5711.64,5738.53,6002.460600000007,6218.762109875178,5786.1590901248355,5791.582992487505,5746.177860308254,5756.18710711577,5736.168613500738,1715840350,1618969361.3666666,-14.954465909643467,-73.68853147838308,-58.73406556873962,30.91232581631475,32.74407711982592,NaN,NaN,NaN,NaN,71.16621592209795,30.657914866002127
2025-03-07T09:30:00-05:00,5719.91,5770.48,5666.29,5735.66,5995.977600000007,6224.121665311023,5767.833534688992,5791.582992487505,5724.143333333333,5724.143333333333,5724.143333333333,2161925320,1641669208.7,-13.871087619064774,-76.07292509257059,-62.20183747350581,30.717396029769645,32.50725488423602,NaN,NaN,NaN,NaN,73.52505764194805,31.23382193723621
2025-03-07T13:30:00-05:00,5735.75,5783.01,5733.56,5770.19,5989.957800000007,6225.607399440233,5754.308200559782,5791.582992487505,5740.889767429639,5759.804405899878,5721.9751289594,1694686180,1651976658.0333333,-9.69419555059389,-74.31958191174817,-64.62538636115428,35.95052529204116,32.59510467485074,NaN,NaN,NaN,NaN,71.80541066752318,31.51001790344536
2025-03-10T09:30:00-04:00,5705.37,5705.37,5619.52,5626.29,5980.719600000007,6235.665820742879,5725.773379257134,5708.654393990004,5650.393333333333,5650.393333333333,5650.393333333333,2101309310,1674584954.0333333,-15.162199284068876,-83.57813546624038,-68.4159361821715,26.84899853379487,31.977261823688735,NaN,NaN,NaN,NaN,77.43859561984289,32.71068558903396
