time,open,high,low,close,New Moon,Full Moon,EMA,BUY,SELL,RSI,Plot,Lower RSI Level,Upper RSI Level,Plot,Plot,Plot,Plot,Plot,Plot,EMA Dot,ZeroLine,VAPI Histogram,DummyU,DummyL,VAPI Osc,ATR
2025-08-15T15:30:00-04:00,329.075,329.37,328.79,329.3,0,0,329.8029998613203,0,0,46.108954453048256,50,30,70,331.97,329.42,331.97,329.42,330.69500000000005,330.69500000000005,1,0,21.020351913765012,21.020351913765012,0,21.020351913765012,0.7445410576625064
2025-08-15T15:35:00-04:00,329.33,329.8,329.2,329.45,0,0,329.7828284406734,0,0,48.07015756846424,50,30,70,331.97,329.42,331.97,329.42,330.69500000000005,330.69500000000005,1,0,19.904650907128286,19.904650907128286,0,19.904650907128286,0.7342166964009005
2025-08-15T15:40:00-04:00,329.45,330.07,329.44,329.72,0,0,329.7792382440635,0,0,51.49212155089432,50,30,70,331.97,329.42,331.97,329.42,330.69500000000005,330.69500000000005,1,0,14.158896158133238,14.158896158133238,0,14.158896158133238,0.7267726466579786
2025-08-15T15:45:00-04:00,329.75,329.92,329.32,329.52,0,0,329.764424630117,0,0,48.920538396513514,50,30,70,331.97,329.42,331.97,329.42,330.69500000000005,330.69500000000005,1,0,16.82479881022428,16.82479881022428,0,16.82479881022428,0.7177174576109817
2025-08-15T15:50:00-04:00,329.52,329.69,328.59,328.93,0,0,329.7167432226817,0,0,42.22166405064564,50,30,70,331.97,329.42,331.97,329.42,330.69500000000005,330.69500000000005,1,0,12.8357739634682,12.8357739634682,0,12.8357739634682,0.7450233534959132
2025-08-15T15:55:00-04:00,328.91,330.66,328.83,330.63,0,0,329.7689293242428,1,0,59.45110595899455,50,30,70,NaN,NaN,331.97,329.42,NaN,330.69500000000005,1,0,41.95426372718962,41.95426372718962,0,41.95426372718962,0.8225216853890652
2025-08-18T09:30:00-04:00,329.66,333.63,329.59,332.84,0,0,329.9444190771432,0,0,71.39364636210087,50,30,70,NaN,NaN,NaN,NaN,NaN,NaN,1,0,44.36703891826472,44.36703891826472,0,44.36703891826472,1.0523415650041335
2025-08-18T09:35:00-04:00,332.8,332.8,330.82,332.52,0,0,330.0915951298779,0,0,68.25878287241268,50,30,70,333.63,329.59,NaN,NaN,331.61,NaN,1,0,47.890682511066274,47.890682511066274,0,47.890682511066274,1.1214600246466941
2025-08-18T09:40:00-04:00,332.53,332.53,330.61,331.58,0,0,330.176646836742,0,0,59.933630098740686,50,30,70,333.63,329.59,333.63,329.59,331.61,331.61,1,0,43.917914460270396,43.917914460270396,0,43.917914460270396,1.1784985943147845
2025-08-18T09:45:00-04:00,331.53,333.36,331,332.675,0,0,330.3194098746425,0,0,65.25046970887972,50,30,70,333.63,329.59,333.63,329.59,331.61,331.61,1,0,46.69119498718118,46.69119498718118,0,46.69119498718118,1.2628915518637294
