time,open,high,low,close,Long Stop,Long Stop Start,Buy Label,Short Stop,Short Stop Start,Sell Label,Basis,Upper,Lower,ATR Trailing Stoploss,VWAP,Upper Band #1,Lower Band #1,Volume,Volume MA,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,ATR,ADX,OnBalanceVolume,Histogram,MACD,Signal
2025-09-22T10:30:00-04:00,64.71,64.85,64.47,64.56,63.78306670769714,NaN,NaN,NaN,NaN,NaN,65.67239999999998,68.00822811011605,63.33657188988391,63.402548254027636,64.90754000784806,65.54296449990821,64.2721155157879,5310,13208.233333333334,43.18055780171441,45.86076984995359,NaN,NaN,NaN,NaN,0.8220606937535528,24.727304312072732,-186901,-0.1960785874521541,-0.4035484273865393,-0.2074698399343852
2025-09-22T10:35:00-04:00,64.52,64.71,64.42,64.54,63.78306670769714,NaN,NaN,NaN,NaN,NaN,65.67579999999998,68.00451927033112,63.34708072966885,63.402548254027636,64.89833896603746,65.52787848949342,64.2687994425815,4415,13148.7,43.06337871592059,43.05911671688095,NaN,NaN,NaN,NaN,0.7840563584854413,24.092592105930315,-191316,-0.17181109241272852,-0.4222337054502958,-0.2504226130375673
2025-09-22T10:40:00-04:00,64.46,64.79,64.46,64.77,63.78306670769714,NaN,NaN,NaN,NaN,NaN,65.67119999999998,68.00614116414326,63.336258835856704,63.402548254027636,64.89598760824418,65.52264694245261,64.26932827403576,1778,13100.466666666667,44.91469301278388,43.5354478414002,NaN,NaN,NaN,NaN,0.7516237614507678,23.39433394520169,-189538,-0.13063295745321601,-0.41371380985408734,-0.28308085240087133
2025-09-22T10:45:00-04:00,64.68,64.68,64.33,64.68,63.78306670769714,NaN,NaN,NaN,NaN,NaN,65.66159999999998,68.00878421944537,63.31441578055459,63.255800624385955,64.8897128498192,65.51208127325938,64.26734442637903,3271,13176.533333333333,44.30758509039076,44.28532569621881,NaN,NaN,NaN,NaN,0.7293649213471414,22.88371668577836,-192809,-0.1011381003708382,-0.4095034778644191,-0.3083653774935809
2025-09-22T10:50:00-04:00,64.695,65.05,64.695,64.94,63.78306670769714,NaN,NaN,NaN,NaN,NaN,65.66239999999999,68.00857240628312,63.31622759371687,63.70711239960701,64.88977453293666,65.50850210108788,64.27104696478543,2047,13180.566666666668,46.555083481239,44.68445325641385,NaN,NaN,NaN,NaN,0.7036959983937735,21.873665045245673,-190762,-0.057945568140285286,-0.38079733766893753,-0.32285176952865224
2025-09-22T10:55:00-04:00,64.88,65.1,64.72,65,63.78306670769714,NaN,NaN,NaN,NaN,NaN,65.66509999999998,68.0079038671669,63.32229613283306,63.835689919685606,64.89069428358818,65.50376745715803,64.27762111001832,3273,13225.466666666667,47.08577042436653,44.70164355751732,NaN,NaN,NaN,NaN,0.6805748556513608,20.863481862409824,-187489,-0.021063285499271056,-0.3491808764027411,-0.32811759090347004
2025-09-22T11:00:00-04:00,64.99,65.24,64.59,64.65,63.78306670769714,NaN,NaN,NaN,NaN,NaN,65.65769999999999,68.01092180000278,63.3044781999972,63.90355193574849,64.888014924653,65.48826033975023,64.28776950955579,7806,13363.833333333334,44.321096160473395,44.3556743912984,NaN,NaN,NaN,NaN,0.6783909373905487,19.715429601083613,-195295,-0.016186809929187196,-0.348351103314954,-0.3321642933857668
2025-09-22T11:05:00-04:00,64.56,64.61,64.2,64.33,63.78306670769714,NaN,NaN,NaN,NaN,NaN,65.64329999999998,68.01991575354774,63.266684246452236,63.90355193574849,64.87897365691327,65.4776335445512,64.28031376927535,3380,13396.766666666666,41.8988250439669,43.86533111939507,NaN,NaN,NaN,NaN,0.6620772990055096,19.16407748223661,-198675,-0.02967516415440563,-0.3692582485787739,-0.33958308442436824
2025-09-22T11:10:00-04:00,64.39,64.57,64.205,64.27,63.78306670769714,NaN,NaN,NaN,NaN,NaN,65.63169999999998,68.0292601014387,63.234139898561274,63.90355193574849,64.86115216495264,65.45738722715618,64.26491710274911,6600,13554.533333333333,41.44149094386847,43.54020986651467,NaN,NaN,NaN,NaN,0.6408574919336871,18.652107657592968,-205275,-0.03730692779813072,-0.38621674417203167,-0.34890981637390095
2025-09-22T11:15:00-04:00,64.22,64.57,64.15,64.38,63.78306670769714,NaN,NaN,NaN,NaN,NaN,65.62169999999998,68.03583140487788,63.207568595122076,63.90355193574849,64.85621722469075,65.45150229721627,64.26093215216524,1981,13439.7,42.676835250147704,43.4852865754651,NaN,NaN,NaN,NaN,0.6250819567955658,18.253566416461585,-203294,-0.029933791381418384,-0.38632705560067393,-0.35639326421925555
