time,open,high,low,close,ATR Trailing Stoploss,VWAP,Upper Band #1,Lower Band #1,Volume,Volume MA,Histogram,MACD,Signal,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,ATR,ADX
2025-05-27T10:30:00-04:00,198.35,199.37,198.015,199.36,199.21022428342295,198.53294022024505,198.82039356646234,198.24548687402776,774655,812789.4666666667,0.15074549395979142,-2.365256247613331,-2.5160017415731226,44.910291037675385,32.60567700437654,NaN,NaN,NaN,NaN,1.8424779225963897,53.5618878542848
2025-05-27T11:30:00-04:00,199.36,200.58,199,200,195.98462797191317,198.8817696550342,199.51591875968793,198.24762055038045,764223,807490.4666666667,0.37262472165889626,-2.0502208394995023,-2.4228455611583986,47.3623524040015,33.344393552440025,NaN,NaN,NaN,NaN,1.8237294995537912,50.980328526731334
2025-05-27T12:30:00-04:00,199.99,200.65,199.67,199.96,196.4837023775305,199.08964194614254,199.82570393519524,198.35357995708983,602135,812785.7,0.5116966333710722,-1.7832247694445584,-2.2949214028156306,47.220883929664055,34.08502804161734,NaN,NaN,NaN,NaN,1.7634631067285216,48.535345793279035
2025-05-27T13:30:00-04:00,199.96,200.73,199.82,200.39,196.9419619020244,199.2300583422649,200.02487134210833,198.43524534242147,454907,810655.9666666667,0.6204041861108509,-1.5194161701770668,-2.1398203562879177,48.98496186633586,34.9187811126123,NaN,NaN,NaN,NaN,1.7025014562479126,46.20689205832571
2025-05-27T14:30:00-04:00,200.38,200.55,200.19,200.29,197.33956952161952,199.35656895705714,200.18408055560226,198.529057358512,508265,817365.8,0.6691439288984191,-1.3033904451648937,-1.9725343740633128,48.578317878251205,35.48669366614549,NaN,NaN,NaN,NaN,1.6066084950873485,44.04475644729761
2025-05-27T15:30:00-04:00,200.3,200.46,199.94,200.17,197.63165561729562,199.47249753784624,200.29268263982016,198.65231243587232,722658,824407.1333333333,0.6749405246777069,-1.1288587182161791,-1.803799242893886,48.06270269227552,36.31243512081963,NaN,NaN,NaN,NaN,1.5289936025811102,42.18497116315939
2025-05-28T09:30:00-04:00,200.59,202.73,199.9,200.75,199.0523244938365,201.12666666666667,201.12666666666667,201.12666666666667,1127237,842446.9,0.6966513594202737,-0.9329850436185438,-1.6296364030388175,50.78189276718656,38.02243569045783,NaN,NaN,NaN,NaN,1.6219226309681727,39.52174408008479
2025-05-28T10:30:00-04:00,200.74,201.31,200.22,201.04,199.0523244938365,201.04143729243805,201.1669278690257,200.9159467158504,519962,843514.3,0.7071038811289907,-0.7457565516275793,-1.45286043275657,52.13137103988884,39.90055501381818,NaN,NaN,NaN,NaN,1.5839281573275892,37.04874750294408
2025-05-28T11:30:00-04:00,201.04,201.29,200.87,201.085,199.0523244938365,201.0476229341019,201.16397190451298,200.9312739636908,299291,818248.2,0.6927050114650601,-0.5869791684252448,-1.279684179890305,52.34969723799186,41.862120965845975,NaN,NaN,NaN,NaN,1.5007904318041891,34.75239353845628
2025-05-28T12:30:00-04:00,201.09,201.51,200.83,201.11,199.0523244938365,201.06095412801812,201.1748023503159,200.94710590572035,291412,811268.5666666667,0.6606294155637058,-0.45389741043567255,-1.1145268259993784,52.47937013993301,43.617719074757524,NaN,NaN,NaN,NaN,1.4421625438181742,32.77601498357911
2025-05-28T13:30:00-04:00,201.11,201.24,200.73,200.85,199.0523244938365,201.04780611915714,201.1616916573029,200.9339205810114,272934,806454.6666666666,0.5994621035936927,-0.3651991965072625,-0.9646613001009552,50.92715816140404,45.38439907254128,NaN,NaN,NaN,NaN,1.3755795049740203,30.855803426509738
2025-05-28T14:30:00-04:00,200.84,201.51,200.32,201.125,199.0523244938365,201.03841776463318,201.14580797792433,200.93102755134203,441288,772157.7666666667,0.5560433139093774,-0.2696071577142334,-0.8256504716236108,52.52655842329175,47.30599545578877,NaN,NaN,NaN,NaN,1.3623238260473045,28.71896054818756
2025-05-28T15:30:00-04:00,201.1,201.39,200.19,200.38,199.0523244938365,200.9789996219524,201.14959758891848,200.8084016549863,538618,759830.7333333333,0.4596636865666539,-0.2510708634152934,-0.7107345499819473,47.96561933165648,48.936598537721544,NaN,NaN,NaN,NaN,1.3507292670439248,26.71380833914864
2025-05-29T09:30:00-04:00,203.575,203.78,200.76,201.14,199.96643026568984,201.89333333333332,201.89333333333332,201.89333333333332,1175148,772511.5333333333,0.4301395290501977,-0.17306013866920011,-0.6031996677193978,52.49707448180378,49.769875099382844,NaN,NaN,NaN,NaN,1.497105747969359,26.46592945697294
2025-05-29T10:30:00-04:00,201.13,201.65,200.55,200.75,199.96643026568984,201.60946536980808,202.03105619760396,201.1878745420122,532774,767468.2333333333,0.3696961015532023,-0.14107954077789486,-0.5107756423310972,50.08658936801159,50.13961069440686,NaN,NaN,NaN,NaN,1.4687410516858328,26.04237357928397
2025-05-29T11:30:00-04:00,200.74,200.8,198.51,199.42,199.96643026568984,201.01394653370747,202.0047020819255,200.02319098548944,707656,732799,0.23221040279976235,-0.22051263883139427,-0.4527230416311566,42.859147639579476,49.81795321123386,NaN,NaN,NaN,NaN,1.527402405136846,24.324227870142895
2025-05-29T12:30:00-04:00,199.41,200.45,199.41,199.98,199.96643026568984,200.8707766590664,201.8618494870751,199.8797038310577,374239,725723.0333333333,0.17372945862867695,-0.2355612183453104,-0.40929067697398736,46.36832690162731,49.7570562806598,NaN,NaN,NaN,NaN,1.4925879476270707,22.728806854511888
2025-05-29T13:30:00-04:00,199.96,200.16,199.04,199.04,199.96643026568984,200.690334211363,201.73486454943438,199.6458038732916,394206,720649.0666666667,0.07171037147742743,-0.3196527126272031,-0.3913630841046305,41.73508810372057,49.239208154758714,NaN,NaN,NaN,NaN,1.465974522796566,21.51212374671462
2025-05-29T14:30:00-04:00,199.05,199.57,198.58,199.12,199.96643026568984,200.45862331552107,201.57674556905474,199.3405010619874,539062,725399.5,0.012681003559127269,-0.3755118296557214,-0.38819283321484865,42.26384727907881,48.78817454053211,NaN,NaN,NaN,NaN,1.43197634259681,20.70700565691778
