time,open,high,low,close,New Moon,Full Moon,EMA,BUY,SELL,RSI,Plot,Lower RSI Level,Upper RSI Level,Plot,Plot,Plot,Plot,Plot,Plot,EMA Dot,ZeroLine,VAPI Histogram,DummyU,DummyL,VAPI Osc,ATR
2025-08-14T11:40:00-04:00,159.44,159.54,159.35,159.54,0,0,161.03936093121763,0,0,25.187833289762096,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,11.201482587396114,11.201482587396114,0,11.201482587396114,0.33691736186663634
2025-08-14T11:45:00-04:00,159.57,159.93,159.56,159.93,0,0,160.9759688780052,0,0,34.70606022352642,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,34.64135627701491,34.64135627701491,0,34.64135627701491,0.34070897887616336
2025-08-14T11:50:00-04:00,159.91,159.98,159.8,159.8,0,0,160.9087706564049,0,0,33.19020679931934,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,27.54848200765351,27.54848200765351,0,27.54848200765351,0.329229766099293
2025-08-14T11:55:00-04:00,159.77,160.02,159.77,160.02,0,0,160.8579837617532,0,0,38.116190237437934,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,47.200371338343125,47.200371338343125,0,47.200371338343125,0.3235704970922006
2025-08-14T12:00:00-04:00,160.01,160.01,159.7,159.7,0,0,160.7918132610816,0,0,34.169741270646355,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,37.77747954290871,37.77747954290871,0,37.77747954290871,0.32331546158561636
2025-08-14T12:05:00-04:00,159.62,159.62,159.48,159.48,0,0,160.7168525033055,0,0,31.73687336039272,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,29.686711926557795,29.686711926557795,0,29.686711926557795,0.3159357857580723
2025-08-14T12:10:00-04:00,159.43,159.43,159.12,159.12,0,0,160.6256037888309,0,0,28.19876281760068,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,23.904820764686104,23.904820764686104,0,23.904820764686104,0.3190832296324947
2025-08-14T12:15:00-04:00,159.07,159.46,159.07,159.38,0,0,160.55442642946912,0,0,33.927798982035355,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,20.09280021815347,20.09280021815347,0,20.09280021815347,0.3241487132301747
2025-08-14T12:20:00-04:00,159.28,159.62,159.28,159.59,0,0,160.49931634778517,0,0,38.21582598344526,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,24.407257152097756,24.407257152097756,0,24.407257152097756,0.3252809479994482
2025-08-14T12:25:00-04:00,159.51,159.51,159.28,159.39,0,0,160.43592684219743,0,0,35.83081281391449,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,19.778242419817,19.778242419817,0,19.778242419817,0.3241894517137735
2025-08-14T12:30:00-04:00,159.34,159.48,159.34,159.48,0,0,160.3813024512147,0,0,37.71459641011615,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,19.51374667728089,19.51374667728089,0,19.51374667728089,0.3110330623056458
2025-08-14T12:35:00-04:00,159.52,159.52,159.32,159.52,0,0,160.33208516828816,0,0,38.577640794975544,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,11.55720586256698,11.55720586256698,0,11.55720586256698,0.3031021292838152
2025-08-14T12:40:00-04:00,159.51,159.57,159.38,159.38,0,0,160.27768030152885,0,0,36.66283128223162,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,5.9385111936993,5.9385111936993,0,5.9385111936993,0.29502340576354247
2025-08-14T12:45:00-04:00,159.46,159.53,159.46,159.53,0,0,160.23495571287006,0,0,40.093746439312405,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,-0.46514444188562004,0,-0.46514444188562004,-0.46514444188562004,0.284664591066147
2025-08-14T12:50:00-04:00,159.76,159.8,159.76,159.8,0,0,160.21010110070605,0,0,45.7864238877275,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,9.193525430557205,9.193525430557205,0,9.193525430557205,0.2836171202757087
2025-08-14T12:55:00-04:00,159.81,159.81,159.81,159.81,0,0,160.1872381806657,0,0,45.991129819863175,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,10.280514815181478,10.280514815181478,0,10.280514815181478,0.2640730402560146
2025-08-14T13:00:00-04:00,159.85,159.85,159.77,159.81,0,0,160.1656817131991,0,0,45.991129819863175,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,24.178562250207136,24.178562250207136,0,24.178562250207136,0.2509249659520124
2025-08-14T13:05:00-04:00,159.81,159.85,159.74,159.85,0,0,160.14764275815915,0,0,46.9208993007703,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,53.94728369612402,53.94728369612402,0,53.94728369612402,0.24085889695543905
2025-08-14T13:10:00-04:00,159.84,159.915,159.78,159.91,0,0,160.13406317197862,0,0,48.35704087957885,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,53.836595285321664,53.836595285321664,0,53.836595285321664,0.23329754717290704
2025-08-14T13:15:00-04:00,159.92,159.93,159.89,159.89,0,0,160.12011670500843,0,0,47.89188442227405,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,46.00252091040584,46.00252091040584,0,46.00252091040584,0.21949057951770087
2025-08-14T13:20:00-04:00,159.79,159.95,159.79,159.95,0,0,160.1103957504365,0,0,49.46246187049022,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,61.65679612954975,61.65679612954975,0,61.65679612954975,0.21524125240929343
2025-08-14T13:25:00-04:00,159.98,160.29,159.98,160.29,0,0,160.12065885041156,1,0,57.31395503554001,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,53.287364998704966,53.287364998704966,0,53.287364998704966,0.22415259152291558
2025-08-14T13:30:00-04:00,160.3,160.38,160.27,160.36,0,0,160.1343354875309,0,0,58.735367004779874,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,51.92889592214731,51.92889592214731,0,51.92889592214731,0.21599883498556344
2025-08-14T13:35:00-04:00,160.3,160.3,160.2,160.2,0,0,160.1380877453863,0,0,54.28571318500074,50,30,70,160.5,159.96,160.5,159.96,160.23000000000002,160.23000000000002,1,0,64.67112418258054,64.67112418258054,0,64.67112418258054,0.21199891820088212
