time,open,high,low,close,Basis,Upper,Lower,ATR Trailing Stoploss,VWAP,Upper Band #1,Lower Band #1,Volume,Volume MA,Histogram,MACD,Signal,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,ATR,ADX
2025-02-10T13:30:00-05:00,122.71,122.92,121.99,122.05,116.71199999999982,125.38910527769005,108.03489472230959,118.5768846428586,122.4686454120073,122.62190706572662,122.315383758288,8663,9769,-0.058809270230144595,1.4046733142491519,1.4634825844792965,57.17646599461574,57.64968337222142,NaN,NaN,NaN,NaN,1.9495756420341157,9.905523104452737
2025-02-11T09:30:00-05:00,121.04,121.5,119.1,119.38,116.85859999999983,125.4630702428513,108.25412975714835,118.5768846428586,119.99333333333334,119.99333333333334,119.99333333333334,7778,9709.333333333334,-0.24558030108060125,1.156507208128545,1.4020875092091463,49.209543001344095,56.39757716439641,NaN,NaN,NaN,NaN,2.0210345247459647,10.028552891760949
2025-02-11T13:30:00-05:00,119.59,120,119.37,119.37,116.98199999999983,125.54994841255032,108.41405158744934,118.5768846428586,119.8552959981732,120.05023477309871,119.6603572232477,3900,9660.5,-0.36319178050135337,0.9480977835824547,1.311289564083808,49.18190210936111,55.747809113923786,NaN,NaN,NaN,NaN,1.9216749158355384,10.142794837118572
2025-02-12T09:30:00-05:00,117.82,121.38,117.8,121.35,117.09499999999981,125.74101272264414,108.44898727735549,118.5768846428586,120.17666666666666,120.17666666666666,120.17666666666666,46366,10806.133333333333,-0.303465066303102,0.9319582312049306,1.2354232975080326,54.61742947742721,55.94502490021624,NaN,NaN,NaN,NaN,2.0401267075615714,10.85081432622171
2025-02-12T13:30:00-05:00,121.33,121.75,120.87,121.1,117.20239999999981,125.91110489568531,108.49369510431431,118.5768846428586,120.36021068660514,120.76205651186832,119.95836486134196,9673,10789.1,-0.27733891305076463,0.8887496561945767,1.1660885692453413,53.834462999690416,56.04876572001449,NaN,NaN,NaN,NaN,1.957260514164316,11.305624257352878
2025-02-13T09:30:00-05:00,121.32,123.23,121.32,122.24,117.40259999999982,126.10509578914643,108.70010421085321,118.5768846428586,122.26333333333334,122.26333333333334,122.26333333333334,26787,11466.066666666668,-0.18430385238392155,0.9357087537654394,1.120012606149361,56.87068810598493,55.9229004209737,NaN,NaN,NaN,NaN,1.9695990488668655,10.954416409193225
2025-02-13T13:30:00-05:00,122.32,124.14,122.28,124.06,117.6641999999998,126.36508440563047,108.96331559436912,119.38904636781751,123.25374977579347,123.74087141843384,122.76662813315309,110735,14886,-0.01039255924747673,1.1070219070900151,1.1174144663374919,61.25211253346587,56.046380877798626,NaN,NaN,NaN,NaN,1.9646276882335183,10.190212366794833
2025-02-14T09:30:00-05:00,125.21,126.09,124.5,125.25,117.93999999999981,126.7107073831096,109.16929261689003,121.27423709425402,125.28000000000002,125.28000000000002,125.28000000000002,18653,15257.633333333333,0.1649122307465074,1.3235547547706261,1.1586425240241187,63.83881071650991,56.45801582315609,NaN,NaN,NaN,NaN,1.9692971390739815,10.284906331209982
2025-02-14T13:30:00-05:00,125.35,125.99,125.1,125.69,118.23319999999981,127.04038996275968,109.42601003723995,121.6923896754032,125.49191904819745,125.63851924866755,125.34531884772734,38978,16377.366666666667,0.28366155460994236,1.5132194672865467,1.2295579126766043,64.7751584738665,56.8394760018403,NaN,NaN,NaN,NaN,1.892204486282983,10.37283644102405
2025-02-18T09:30:00-05:00,126,126.01,123.21,123.3,118.49939999999982,127.09596411365187,109.90283588634777,121.6923896754032,124.17333333333332,124.17333524068195,124.17333142598468,11981,16607.166666666668,0.1794874615175388,1.4539172395735278,1.274429778055989,56.25435537511851,57.02132011360105,NaN,NaN,NaN,NaN,1.9570470229770565,9.738080633216107
2025-02-18T13:30:00-05:00,123.02,123.95,122.72,123.95,118.79079999999982,127.11455548896902,110.46704451103062,121.6923896754032,123.98793191656827,124.27611104827062,123.69975278486592,4959,16312.4,0.1346468772952334,1.4427383746750309,1.3080914973797975,57.877244887603055,57.21237141800975,NaN,NaN,NaN,NaN,1.9051150927644098,9.370512026794533
2025-02-19T09:30:00-05:00,123.85,123.98,122.47,122.93,119.1053999999998,126.81979688894384,111.39100311105577,121.6923896754032,123.12666666666667,123.12666666666667,123.12666666666667,16795,16726.6,0.02246361842698663,1.3361710204135306,1.313707401986544,54.46275938587497,56.77853170365726,NaN,NaN,NaN,NaN,1.876892586138381,9.14523942560921
2025-02-19T13:30:00-05:00,122.66,123,121.45,121.77,119.37619999999981,126.4701869072425,112.28221309275712,121.6923896754032,122.83145346760946,123.30453598695233,122.3583709482666,6540,16785.333333333332,-0.13503356452580095,1.1449154463292928,1.2799490108550937,50.79279353165478,56.42979426025432,NaN,NaN,NaN,NaN,1.853543115699925,9.402355609932055
2025-02-20T09:30:00-05:00,121.54,121.67,117.86,119,119.5561999999998,126.12684093069694,112.98555906930267,121.6923896754032,119.50999999999999,119.50999999999999,119.50999999999999,12721,16948.2,-0.4151150445744425,0.7610552051370405,1.176170249711483,43.29098003302496,55.24533618753873,NaN,NaN,NaN,NaN,2.00043289314993,10.942218934999634
2025-02-20T13:30:00-05:00,119.17,120.74,119.15,120.66,119.7809999999998,125.68432516469674,113.87767483530287,121.6923896754032,119.73966435305087,120.05887423591938,119.42045447018236,6585,16898.7,-0.47368927132546945,0.5840586605546463,1.0577479318801157,48.2259997045678,54.60601716682102,NaN,NaN,NaN,NaN,1.9818305436392205,12.372092022562384
2025-02-21T09:30:00-05:00,121.28,121.28,116,116.05,119.83199999999981,125.55881377383106,114.10518622616856,121.6923896754032,117.77666666666666,117.77666801536581,117.7766653179675,11653,16883.3,-0.7894136037324533,0.07098092721454918,0.8603945309470025,38.26658214549678,53.82437710568907,NaN,NaN,NaN,NaN,2.217414076236419,14.563897307800197
2025-02-21T13:30:00-05:00,116,116.37,114.76,114.77,119.8571999999998,125.48270874500662,114.231691254993,121.6923896754032,116.23134751086442,117.43102628005545,115.0316687416734,19335,17139.4,-1.035451795527022,-0.433920213461775,0.6015315820652469,36.04100176944637,52.88574136712373,NaN,NaN,NaN,NaN,2.1740273565052464,16.88037706707331
2025-02-24T09:30:00-05:00,115,115,110.595,113.5,119.84239999999981,125.53048904291626,114.15431095708337,121.6923896754032,113.03166666666668,113.03166666666668,113.03166666666668,22825,17254.8,-1.2219161551273472,-0.925863611843937,0.29605254328341013,33.93229917981047,51.4082320601511,NaN,NaN,NaN,NaN,2.3333825453263004,19.788883315832713
2025-02-24T13:30:00-05:00,113.75,113.75,112.33,112.38,119.82059999999981,125.61360013465786,114.02759986534177,121.17191174032257,112.99003806942832,113.07417157231384,112.9059045665428,5588,16801.266666666666,-1.3489083773388426,-1.390082928390143,-0.04117455105130052,32.1460381696875,49.859058858008034,NaN,NaN,NaN,NaN,2.2681409349458503,22.489639118252157
2025-02-25T09:30:00-05:00,110.58,110.645,105.55,107.07,119.62679999999982,126.38442229191067,112.86917770808897,119.63662351380644,107.755,107.755,107.755,18965,16328.466666666667,-1.6962890502167154,-2.161535863822195,-0.4652468136054794,25.336230893353445,47.60659762853436,NaN,NaN,NaN,NaN,2.5939880110211466,25.82781493414485
2025-02-25T13:30:00-05:00,107.5,108.19,106.73,107.26,119.45709999999983,126.97905562072248,111.93514437927718,119.63662351380644,107.5962685779658,107.77574615306474,107.41679100286686,14834,16580.766666666666,-1.8087313285802644,-2.72616097433081,-0.9174296457505455,25.940778175086336,45.08435946007868,NaN,NaN,NaN,NaN,2.512988867376779,28.92754962033092
2025-02-26T09:30:00-05:00,108.145,109.76,107.96,108.69,119.26749999999981,127.36552006666656,111.16947993333306,118.75029881104516,108.80333333333333,108.80333333333333,108.80333333333333,11032,16547.2,-1.6847679950409424,-3.0233896395517235,-1.338621644510781,30.501789050685687,42.70314362680552,NaN,NaN,NaN,NaN,2.5120610911355805,30.976926475680806
2025-02-26T13:30:00-05:00,108.2,108.24,107.25,107.96,119.07009999999983,127.7583399805782,110.38186001942145,116.31523904883612,108.50623946784923,108.95886276489863,108.05361617079983,4753,16436.533333333333,-1.5531347934744641,-3.280040136353861,-1.726905342879397,29.5028979443112,40.183696446123,NaN,NaN,NaN,NaN,2.4354852989116105,32.97775858694316
2025-02-27T09:30:00-05:00,109.69,110.33,106.27,108.62,118.88069999999982,128.04593562381947,109.71546437618015,115.5861912390689,108.40666666666668,108.40666666666668,108.40666666666668,11798,16687.233333333334,-1.331348236090498,-3.3910906379925194,-2.0597424019020214,31.68130071774128,38.42847825631035,NaN,NaN,NaN,NaN,2.551522063275067,33.78027346768492
2025-02-27T13:30:00-05:00,108.79,108.79,105.23,105.28,118.63529999999983,128.55585047062053,108.71474952937915,114.51695299125512,107.7346964784796,108.66983135513904,106.79956160182017,6092,16602.7,-1.3169179630004062,-3.7058898556525293,-2.388971892652123,27.115006919805154,36.23117554432478,NaN,NaN,NaN,NaN,2.623556201612562,34.71450373507237
2025-02-28T09:30:00-05:00,104.17,107,103.25,104.85,118.36509999999981,129.01037998505163,107.71982001494798,110.1545623930041,105.03333333333335,105.03333333333335,105.03333333333335,11470,16571.4,-1.2445001263749984,-3.944597050620871,-2.7000969242458726,26.58377498884778,34.23981951596569,NaN,NaN,NaN,NaN,2.70401647292595,35.91847293844349
2025-02-28T13:30:00-05:00,105.32,107.12,105.13,107.03,118.13489999999982,129.24283995123037,107.02696004876928,107.82514991440328,105.61269430579607,106.299413912734,104.92597469885814,8164,16732.6,-0.9701325009035573,-3.9127625503753194,-2.942630049471762,33.67799746817647,33.017334082860096,NaN,NaN,NaN,NaN,2.673015296288383,36.97416714666021
2025-03-03T09:30:00-05:00,110.3,110.78,106.21,106.21,117.85889999999984,129.44236257213785,106.2754374278618,107.30011993152262,107.73333333333333,107.73333333333333,107.73333333333333,13825,16812.066666666666,-0.7728113277450097,-3.9086442091530245,-3.1358328814080147,32.409394526553186,32.24007797525497,NaN,NaN,NaN,NaN,2.808514203696356,36.24385828933297
2025-03-03T13:30:00-05:00,106,106.81,102.98,103.77,117.56169999999983,129.79507624861253,105.32832375138713,103.03795929916133,105.96605752850925,107.56467645824904,104.36743859876947,16896,17216.433333333334,-0.735748502258132,-4.05551850923068,-3.319770006972548,28.91864956383364,30.860981536631105,NaN,NaN,NaN,NaN,2.8814774748609016,36.25225485329552
2025-03-04T09:30:00-05:00,101.45,103.25,98.49,102.81,117.33469999999983,130.2161853817454,104.45321461825426,103.03795929916133,101.51666666666667,101.51666666666667,101.51666666666667,24592,17764.533333333333,-0.7049483368137537,-4.20095542798974,-3.4960070911759864,27.656500864115117,30.10311858796098,NaN,NaN,NaN,NaN,3.0528005123708373,37.00636004830287
2025-03-04T13:30:00-05:00,102.4,106.22,102.4,103.65,117.09149999999983,130.5262231084278,103.65677689157182,103.03795929916133,102.81973336812595,104.10629551196794,101.53317122428396,25227,18316.666666666668,-0.5632095661958116,-4.200019048920751,-3.6368094827249395,30.514230403776764,29.708349204698866,NaN,NaN,NaN,NaN,3.10760047577292,36.60857734548716
2025-03-05T09:30:00-05:00,104.13,105.67,102.92,105.2,116.81649999999983,130.64493393158168,102.988066068418,103.03795929916133,104.59666666666666,104.59666801536582,104.5966653179675,23295,18833.9,-0.3127725978235296,-4.027775230004352,-3.715002632180822,35.57172267614163,29.825450883008237,NaN,NaN,NaN,NaN,3.0820575846462828,36.23920769287258
