time,open,high,low,close,Long Stop,Long Stop Start,Buy Label,Short Stop,Short Stop Start,Sell Label,Basis,Upper,Lower,ATR Trailing Stoploss,VWAP,Upper Band #1,Lower Band #1,Volume,Volume MA,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,ATR,ADX,OnBalanceVolume,Histogram,MACD,Signal
2025-09-22T10:30:00-04:00,493.36,493.85,493.23,493.85,491.31662145810236,NaN,NaN,NaN,NaN,NaN,492.3451999999993,494.295346620687,490.3950533793116,491.83473745553766,491.75700190967683,493.0760031853921,490.43800063396156,2024,6217.9,59.67457850691048,48.96765371990329,NaN,NaN,NaN,NaN,0.8129466504722557,19.823695576312257,-108185,0.14276495168715836,0.2632449735119735,0.12048002182481515
2025-09-22T10:35:00-04:00,493.87,494.6,493.84,494.39,491.99404775546134,NaN,NaN,NaN,NaN,NaN,492.41299999999933,494.40659374044213,490.4194062595565,492.6077899644301,491.8371488762652,493.2082596946325,490.4660380578979,2139,6194.833333333333,62.95288520227103,49.77515488005803,NaN,NaN,NaN,NaN,0.8091647468670979,20.085089222450296,-106046,0.19067718199378542,0.3588264993170469,0.1681493173232615
2025-09-22T10:40:00-04:00,494.4,494.41,493.9,494.085,491.99404775546134,NaN,NaN,NaN,NaN,NaN,492.4666999999993,494.4926403846128,490.44075961538584,492.6077899644301,491.91070106372257,493.3189052244769,490.50249690296823,2227,6203.566666666667,59.98658197194391,51.86605934105632,NaN,NaN,NaN,NaN,0.7877958363765943,20.327811893864187,-108273,0.18971465408306548,0.40529263492709333,0.21557798084402785
2025-09-22T10:45:00-04:00,494.12,494.17,493.8,493.83,491.99404775546134,NaN,NaN,NaN,NaN,NaN,492.51889999999935,494.5481563075808,490.48964369241787,492.6077899644301,491.98518027885217,493.41874736651886,490.5516131911855,2656,6249.533333333334,57.545209164307025,53.463839158038994,NaN,NaN,NaN,NaN,0.7579532766354093,20.387824218030907,-110929,0.16092731700556728,0.416737127100987,0.2558098100954197
2025-09-22T10:50:00-04:00,493.94,494.37,493.94,494.04,492.0338341719879,NaN,NaN,NaN,NaN,NaN,492.57349999999934,494.61657146274547,490.5304285372532,492.7687884617882,492.05892672948397,493.52035121202726,490.5975022469407,2585,6118.333333333333,59.02421887493107,55.202410333462225,NaN,NaN,NaN,NaN,0.7423851854471673,20.66211502465977,-108344,0.14551743614445745,0.4377066052759915,0.29218916913153403
2025-09-22T10:55:00-04:00,494.04,494.12,493.73,493.96,492.0338341719879,NaN,NaN,NaN,NaN,NaN,492.6188999999993,494.6822083050981,490.55559169490056,492.7687884617882,492.08328654530396,493.5506659785737,490.6159071120342,982,5986.966666666666,58.192518591470595,56.36120816088702,NaN,NaN,NaN,NaN,0.7172148150580828,20.543721662410977,-109326,0.12046131091450302,0.4427658077746628,0.3223044968601598
2025-09-22T11:00:00-04:00,493.9,494.16,493.84,494.09,492.0338341719879,NaN,NaN,NaN,NaN,NaN,492.66569999999933,494.75405151301806,490.5773484869806,492.81922461554444,492.1783913642608,493.6697352772391,490.68704745128247,3888,6016.133333333333,59.19863751079972,57.24234406287617,NaN,NaN,NaN,NaN,0.6888423282682233,20.483256210653657,-105438,0.10379974378812118,0.4520541765953112,0.34825443280719004
2025-09-22T11:05:00-04:00,494.07,494.4,493.94,494.2,492.1722983909447,NaN,NaN,NaN,NaN,NaN,492.7172999999994,494.82713621201464,490.60746378798416,493.09737969243554,492.23520734392224,493.7423471334502,490.7280675543943,2325,5958.233333333334,60.07419172660427,57.92115849556376,NaN,NaN,NaN,NaN,0.6724964476776345,20.72744231285615,-103113,0.09176021604309159,0.46295470286105456,0.37119448681796297
2025-09-22T11:10:00-04:00,494.2,494.5,493.9,494.35,492.21128482772,NaN,NaN,NaN,NaN,NaN,492.77429999999936,494.9034134402902,490.6451865597085,493.1579037539484,492.30198895538473,493.8272011706738,490.77677674009567,2808,5921.633333333333,61.29394105758244,58.610589814547005,NaN,NaN,NaN,NaN,0.6673181299863765,21.078963281964526,-100305,0.08559239143650632,0.4781849761135959,0.3925925846770896
2025-09-22T11:15:00-04:00,494.27,494.27,493.81,494.09,492.21128482772,NaN,NaN,NaN,NaN,NaN,492.8162999999994,494.9646349928454,490.6679650071534,493.1579037539484,492.3307752041487,493.8597587674201,490.80179164087735,1413,5813.666666666667,57.987087663947996,58.707515949710384,NaN,NaN,NaN,NaN,0.6582239778444939,21.210036997025092,-101718,0.0570678396221182,0.46392738420473734,0.40685954458261914
2025-09-22T11:20:00-04:00,494.12,494.45,493.51,493.65,492.21128482772,NaN,NaN,NaN,NaN,NaN,492.8452999999993,494.9987153435614,490.69188465643725,493.1579037539484,492.36967258166123,493.898421022195,490.84092414112746,2233,5834.966666666666,52.79595577239239,58.144271223513165,NaN,NaN,NaN,NaN,0.678350836569887,20.695504819038625,-103951,0.004408579819082603,0.41237026935647236,0.40796168953738976
2025-09-22T11:25:00-04:00,493.57,493.79,493.1,493.12,492.21128482772,NaN,NaN,NaN,NaN,NaN,492.85789999999935,495.0102244090436,490.7055755909551,493.1579037539484,492.4092008488098,493.91857135995866,490.89983033766094,3766,5846.466666666666,47.3027594711767,57.612751638955935,NaN,NaN,NaN,NaN,0.6791829196720378,19.43287715436579,-107717,-0.06637099975887584,0.324997939838795,0.39136893959767083
2025-09-22T11:30:00-04:00,493.145,494,493.04,493.97,492.21128482772,NaN,NaN,NaN,NaN,NaN,492.89229999999935,495.0595897456899,490.7250102543088,493.1579037539484,492.47781101497475,493.97314394654484,490.98247808340466,5302,5928.266666666666,55.33002942639064,57.71920948667048,NaN,NaN,NaN,NaN,0.6992412825526051,18.610115124097508,-102415,-0.05657801320135303,0.32064642309597957,0.3772244362973326
2025-09-22T11:35:00-04:00,494.025,494.025,493.46,493.6,492.21128482772,NaN,NaN,NaN,NaN,NaN,492.9162999999993,495.08782463533555,490.74477536466304,493.1579037539484,492.5060845330232,493.9952775745614,491.01689149148507,2317,5904.966666666666,51.64234752420688,57.35721017606678,NaN,NaN,NaN,NaN,0.6896526195131332,17.888415619358227,-104732,-0.07452566479844913,0.2840673552992712,0.3585930200977203
2025-09-22T11:40:00-04:00,493.59,493.595,493.23,493.37,492.21128482772,NaN,NaN,NaN,NaN,NaN,492.9500999999993,495.09605945023674,490.8041405497618,493.1579037539484,492.5154315304948,493.9995866143666,491.03127644662305,1056,5828.6,49.436618766375986,56.62592733745718,NaN,NaN,NaN,NaN,0.6668202895479097,16.754082408884273,-105788,-0.09981543341210009,0.23382372833259524,0.3336391617446953
2025-09-22T11:45:00-04:00,493.3,493.37,492.9,493.035,492.21128482772,NaN,NaN,NaN,NaN,NaN,492.9773999999993,495.09202643553283,490.8627735644658,493.1579037539484,492.53867630153263,493.9976016370372,491.0797509660281,4162,5658.966666666666,46.33253222766933,55.43875926784278,NaN,NaN,NaN,NaN,0.6527616974373467,16.03111617291391,-109950,-0.13485472240866703,0.16507075873386157,0.2999254811425286
2025-09-22T11:50:00-04:00,493.01,493.15,492.98,493.07,492.21128482772,NaN,NaN,NaN,NaN,NaN,493.00719999999933,495.0838705665045,490.93052943349414,493.1579037539484,492.54488502879383,493.99632354954457,491.0934465080431,1249,5065.766666666666,46.7090163957187,54.49036172668383,NaN,NaN,NaN,NaN,0.6182787190489618,15.359790382370008,-108701,-0.1502481076696015,0.11211534655552668,0.2623634542251282
2025-09-22T11:55:00-04:00,493.08,493.25,492.92,493.21,492.21128482772,NaN,NaN,NaN,NaN,NaN,493.0323999999993,495.0876121451988,490.9771878547998,493.1579037539484,492.560061709151,493.9954421793924,491.1246812389096,2845,3635.3333333333335,48.27218010424768,53.82800250810816,NaN,NaN,NaN,NaN,0.5976873819740349,14.516238543454946,-105856,-0.14547757385135246,0.0805164869109376,0.22599406076229006
