time,open,high,low,close,Long Stop,Long Stop Start,Buy Label,Short Stop,Short Stop Start,Sell Label,Basis,Upper,Lower,ATR Trailing Stoploss,VWAP,Upper Band #1,Lower Band #1,Volume,Volume MA,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,ATR,ADX,OnBalanceVolume,Histogram,MACD,Signal
2025-09-22T10:30:00-04:00,599.92,599.95,599.615,599.77,598.4527562061496,NaN,NaN,NaN,NaN,NaN,598.6976399999999,599.6281639605247,597.767116039475,598.7363796639099,598.9267633546292,599.4367739475854,598.416752761673,52810,81870.56666666667,60.95828979299694,55.866193062535544,NaN,NaN,NaN,NaN,0.47222010733952696,17.547877184498848,27138895,0.0661633901564849,0.2759850542914819,0.209821664134997
2025-09-22T10:35:00-04:00,599.77,600.045,599.73,600.03,598.5752445604156,NaN,NaN,NaN,NaN,NaN,598.7282199999999,599.7287476436273,597.7276923563724,598.9166037311279,598.9853125866277,599.5335911647386,598.4370340085169,62985,83422,63.781089745518656,55.736099013351044,NaN,NaN,NaN,NaN,0.46099009967241367,17.674081281128366,27201880,0.08118116332417069,0.31129811829021037,0.23011695496603968
2025-09-22T10:40:00-04:00,600.025,600.345,600.025,600.27,598.8887561713057,NaN,NaN,NaN,NaN,NaN,598.7652199999999,599.8506445462757,597.6797954537241,599.2822829849023,599.0403061769081,599.6333124116871,598.447299942129,50849,84090.8,66.20974209306995,56.98088751605497,NaN,NaN,NaN,NaN,0.4509193782672448,18.34446308343314,27252729,0.09955666883929243,0.3545627910151552,0.25500612217586277
2025-09-22T10:45:00-04:00,600.26,600.45,600.17,600.2,599.0344945271554,NaN,NaN,NaN,NaN,NaN,598.8042199999999,599.9511785020767,597.6572614979231,599.4598263879218,599.1188877514476,599.7669334821093,598.4708420207859,77290,85733.13333333333,64.84399212680907,58.487637433402035,NaN,NaN,NaN,NaN,0.43871085124816206,19.14887558580853,27175439,0.09906307600672998,0.37883496718427523,0.27977189117754525
2025-09-22T10:50:00-04:00,600.22,600.57,600.17,600.3,599.097926594103,NaN,NaN,NaN,NaN,NaN,598.8466199999999,600.0533259879946,597.6399140120052,599.5778611103375,599.2062393211161,599.9060269156134,598.5064517266187,92892,87865.6,65.92534493844838,59.72224013424375,NaN,NaN,NaN,NaN,0.4359457904447284,20.10300488436195,27268331,0.09739179089713235,0.4015116297989607,0.30411983890182837
2025-09-22T10:55:00-04:00,600.31,600.53,600.29,600.47,599.1630208398255,NaN,NaN,NaN,NaN,NaN,598.8956199999999,600.1615980021436,597.6296419978562,599.6162888882699,599.2486349949119,599.9716995146341,598.5255704751896,46856,88218.2,67.74186706710074,60.83091435581077,NaN,NaN,NaN,NaN,0.42194966255581995,20.98898209016155,27315187,0.0993152234865744,0.42826386826004637,0.32894864477347197
2025-09-22T11:00:00-04:00,600.46,600.72,600.24,600.27,599.224247165288,NaN,NaN,NaN,NaN,NaN,598.9380199999999,600.242683541925,597.6333564580749,599.749031110616,599.3102198349117,600.0604383863006,598.5600012835228,75737,87566.53333333334,63.455917002955836,61.163992151506854,NaN,NaN,NaN,NaN,0.4260961152304055,22.15077680976573,27239450,0.07955203087751989,0.42838868337037184,0.34883665249285195
2025-09-22T11:05:00-04:00,600.26,600.4,600.14,600.35,599.224247165288,NaN,NaN,NaN,NaN,NaN,598.98262,600.3243177234782,597.6409222765218,599.749031110616,599.3386234719851,600.0961416464671,598.5811052975031,42344,88244.46666666666,64.4254748616111,61.73042442603167,NaN,NaN,NaN,NaN,0.4142321069996616,22.853707972504967,27281794,0.06491973164649861,0.42998631705097523,0.3650665854044766
2025-09-22T11:10:00-04:00,600.33,600.4,600.02,600.04,599.224247165288,NaN,NaN,NaN,NaN,NaN,599.01722,600.3768577919452,597.6575822080547,599.749031110616,599.3669770851997,600.1260286022396,598.6079255681598,53025,89097.36666666667,58.00351795333184,61.80122681390894,NaN,NaN,NaN,NaN,0.41178695649968544,23.06135505759994,27228769,0.029233572197916335,0.40160855065187206,0.37237497845395573
2025-09-22T11:15:00-04:00,600.03,600.17,599.93,599.99,599.224247165288,NaN,NaN,NaN,NaN,NaN,599.0490199999999,600.4237189479235,597.6743210520764,599.749031110616,599.382313783332,600.1391262839613,598.6255012827028,36078,88996.6,57.01632516236353,61.66990718312588,NaN,NaN,NaN,NaN,0.39951645960685145,22.924237357997317,27192691,-0.0012520481387304772,0.37080991828054266,0.37206196641927314
2025-09-22T11:20:00-04:00,599.99,600.27,599.93,600.249,599.224247165288,NaN,NaN,NaN,NaN,NaN,599.0823999999999,600.490568341912,597.6742316580878,599.749031110616,599.4118065584281,600.1684523127196,598.6551608041366,62342,90020.83333333333,60.74345214743012,62.30541802328759,NaN,NaN,NaN,NaN,0.39526528392065,23.03404600429379,27255033,-0.007157452927418095,0.3631151502600005,0.3702726031874186
2025-09-22T11:25:00-04:00,600.27,600.39,600.13,600.3,599.224247165288,NaN,NaN,NaN,NaN,NaN,599.1165799999999,600.5579512408109,597.6752087591889,599.749031110616,599.4312579756308,600.1901823801926,598.6723335710691,37468,88841.4,61.45225381965638,62.789058272264285,NaN,NaN,NaN,NaN,0.3856034779263172,23.41441152994435,27292501,-0.010604644522449636,0.35701679753435656,0.3676214420568062
2025-09-22T11:30:00-04:00,600.32,600.44,599.87,599.88,599.224247165288,NaN,NaN,NaN,NaN,NaN,599.1455799999999,600.5888750127275,597.7022849872723,599.749031110616,599.4544851523749,600.2087681017277,598.7002022030221,63309,89184.7,52.9700819163187,62.250956750246,NaN,NaN,NaN,NaN,0.398774658074441,22.782385265735652,27229192,-0.04236431775970373,0.31466604485717653,0.35703036261688026
2025-09-22T11:35:00-04:00,599.88,600.21,599.77,600.1,599.224247165288,NaN,NaN,NaN,NaN,NaN,599.1801799999998,600.6303742319094,597.7299857680903,599.749031110616,599.4835568360357,600.2290933925035,598.738020279568,92219,90139.46666666666,56.367416037645015,61.706768904661146,NaN,NaN,NaN,NaN,0.401719325354842,21.84679510977185,27321411,-0.04926494974203999,0.29544917543933025,0.34471412518137023
2025-09-22T11:40:00-04:00,600.12,600.21,599.97,600.03,599.224247165288,NaN,NaN,NaN,NaN,NaN,599.2119799999999,600.6655839892225,597.7583760107774,599.749031110616,599.4967514345408,600.2389662537485,598.7545366153331,41777,89877.36666666667,55.00586758698717,61.28159588994616,NaN,NaN,NaN,NaN,0.39016794497235396,20.97803282209118,27279634,-0.05861751145561228,0.2714422358618549,0.3300597473174672
2025-09-22T11:45:00-04:00,600.03,600.2,600.03,600.18,599.224247165288,NaN,NaN,NaN,NaN,NaN,599.2467799999998,600.7080839266712,597.7854760733285,599.749031110616,599.5059676573383,600.2467520692448,598.7651832454317,27133,89177.33333333333,57.38150929630078,60.82448300071632,NaN,NaN,NaN,NaN,0.3744416631886196,20.171324983530557,27306767,-0.0548431312778947,0.2615058332200988,0.3163489644979935
2025-09-22T11:50:00-04:00,600.2,600.3,600.06,600.2,599.224247165288,NaN,NaN,NaN,NaN,NaN,599.2831799999999,600.7469747225225,597.8193852774773,599.5785049143266,599.5190399428234,600.2586009079774,598.7794789776693,36888,83292.63333333333,57.70218526122863,60.21680036987051,NaN,NaN,NaN,NaN,0.364838687246576,19.748229766777744,27343655,-0.05121019518606107,0.25233622051541715,0.3035464157014782
