time,open,high,low,close,ATR Trailing Stoploss,VWAP,Upper Band #1,Lower Band #1,Volume,Volume MA,Histogram,MACD,Signal,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,ATR,ADX
2025-04-25T11:30:00-04:00,529.07,529.68,527.72,529.46,526.2754861016846,529.2432903191545,529.4705973260461,529.015983312263,26014,64204.36666666667,-0.06943610553356283,3.071645282238819,3.141081387772382,58.45864809979002,60.474602805972985,NaN,NaN,NaN,NaN,3.657606972125065,22.58751499238626
2025-04-25T12:30:00-04:00,529.53,530.5,528.35,530.5,526.2754861016846,529.3566355175666,529.655279706213,529.0579913289201,35015,62819.2,-0.11932394020887571,2.9919264625112874,3.111250402720163,60.187248153394954,60.50510151580052,NaN,NaN,NaN,NaN,3.549920759830416,21.855763980488533
2025-04-25T13:30:00-04:00,530.49,530.79,527.07,529.8,526.2754861016846,529.3204285712188,529.5834696458451,529.0573874965926,60147,63070.833333333336,-0.21737455108474535,2.8395322138642314,3.0569067649489767,58.425019941677064,60.547149411301824,NaN,NaN,NaN,NaN,3.56206927698538,20.715555028686264
2025-04-25T14:30:00-04:00,529.62,530.61,529.25,529.59,526.2754861016846,529.3752335733144,529.6680507054963,529.0824164411325,28180,61809.5,-0.30870658612913093,2.6710235322875633,2.979730118416694,57.87753319149404,60.58144596843896,NaN,NaN,NaN,NaN,3.404778614343568,19.656789573441298
2025-04-25T15:30:00-04:00,529.44,531.4,529.1,530.98,526.2754861016846,529.5724890392286,530.0747408071418,529.0702372713154,54658,60889.066666666666,-0.2882279049436969,2.6194452372370733,2.90767314218077,60.515000411225444,60.71090462362877,NaN,NaN,NaN,NaN,3.325865856176167,18.93899742020007
2025-04-28T09:30:00-04:00,533.62,536.7,532.85,535.73,528.6115728823297,535.0933333333334,535.0933333333334,535.0933333333334,108801,62656.8,0.01634232085899523,2.9281010432545145,2.9117587223955192,67.90956173582812,61.12458003184218,NaN,NaN,NaN,NaN,3.4968754378778715,19.70527481220756
2025-04-28T10:30:00-04:00,535.81,535.9,532.25,532.46,528.6115728823297,534.6898343444248,535.3719648245855,534.007703864264,38070,61057.333333333336,-0.028845362727543566,2.8757020189860896,2.904547381713633,59.63039230961371,60.99131678428295,NaN,NaN,NaN,NaN,3.507812906600879,20.1728408672937
2025-04-28T11:30:00-04:00,532.43,532.45,527.5,528.82,528.6115728823297,532.9837661755112,535.453510915994,530.5140214350283,73833,60054.03333333333,-0.3144325061358182,2.5115067490438605,2.8259392551796787,52.026762594471236,60.26003332769523,NaN,NaN,NaN,NaN,3.6115405561293903,18.95316413470339
2025-04-28T12:30:00-04:00,528.86,529.35,526.9,527.26,528.6115728823297,532.2443408127659,535.156817289273,529.3318643362588,37025,58804.933333333334,-0.6022690276557698,2.073102970609966,2.675371998265736,49.13506593108622,59.34179872239656,NaN,NaN,NaN,NaN,3.528573373548723,17.64136195905702
2025-04-28T13:30:00-04:00,527.21,529.11,526.69,528.81,528.6115728823297,531.56612931105,534.6221995962724,528.5100590258276,51979,58058.833333333336,-0.6765809222995736,1.8296458453912692,2.5062267676908427,51.99033096374027,58.5672202058608,NaN,NaN,NaN,NaN,3.449389561152383,16.40458733379456
2025-04-28T14:30:00-04:00,528.61,529.67,527.81,529.57,528.6115728823297,531.3086720445558,534.3064218335782,528.3109222555335,34789,56809.933333333334,-0.6620380548007536,1.6786791991899008,2.3407172539906544,53.37242424161363,57.766736542499885,NaN,NaN,NaN,NaN,3.335861735355785,15.391840348930137
2025-04-28T15:30:00-04:00,529.69,532,529,530.74,528.6115728823297,531.2086540481068,534.0043448730055,528.4129632232082,54809,57317.63333333333,-0.5648909441304628,1.634603573827576,2.1994945179580387,55.49645220235257,57.11057564273275,NaN,NaN,NaN,NaN,3.3118716114018008,15.166150594567624
2025-04-29T09:30:00-04:00,531.9,533.5,528.28,528.635,528.6115728823297,530.1383333333333,530.1383333333333,530.1383333333333,62709,57948,-0.6287770544951359,1.4135231998391191,2.042300254334255,50.99554030014734,56.68502972776144,NaN,NaN,NaN,NaN,3.448166496301674,15.371915666968091
2025-04-29T10:30:00-04:00,528.89,532.32,528.82,532.02,528.6115728823297,530.4559741916006,530.891572252289,530.0203761309122,33345,56183.96666666667,-0.4384545681458043,1.4942320441519996,1.932686612297804,57.03065199671595,56.64647371951076,NaN,NaN,NaN,NaN,3.465083175137273,15.562983234197098
2025-04-29T11:30:00-04:00,532,533.33,530.67,533.2,528.6115728823297,531.017766481117,531.972460331044,530.0630726311899,39040,51519.566666666666,-0.23849469950933155,1.6345682379111395,1.873062937420471,58.92948960502644,56.680105255599074,NaN,NaN,NaN,NaN,3.407577234056045,16.02835558729609
2025-04-29T12:30:00-04:00,533.24,533.31,531.2,532.9,527.6042583058637,531.2219289344946,532.2408080384434,530.2030498305458,22099,49803.933333333334,-0.136883097881912,1.7019590650680811,1.8388421629499931,58.22501939394335,56.539946058495396,NaN,NaN,NaN,NaN,3.3148931459091777,16.460487058030875
2025-04-29T13:30:00-04:00,533.05,535.35,532.91,534.23,527.9991853447505,532.0408205640225,533.617909596717,530.463731531328,60647,50419.566666666666,0.002093843535812878,1.8414594673697593,1.8393656238339464,60.48058532898605,56.6867721575889,NaN,NaN,NaN,NaN,3.253115064058526,17.43683212283379
2025-04-29T14:30:00-04:00,534.25,534.45,533.12,533.64,527.9991853447505,532.2903817303439,533.8658587724269,530.714904688261,37589,49786.2,0.03467056830667925,1.8827038342172955,1.8480332659106162,58.959757630429664,56.76407390322715,NaN,NaN,NaN,NaN,3.115749702340062,18.343438254436496
2025-04-29T15:30:00-04:00,533.68,535.28,533.67,534.37,529.2234786206403,532.7408038516052,534.3922845895397,531.0893231136706,67709,50616.166666666664,0.08301026785605847,1.9517961007306894,1.868785832874631,60.29026281926764,56.748021218087295,NaN,NaN,NaN,NaN,3.010339009315771,19.417297391057716
2025-04-30T09:30:00-04:00,532.12,533.4,524.04,527.53,529.2234786206403,528.3233333333334,528.3233333333334,528.3233333333334,137592,53676.36666666667,-0.3445930646023687,1.4380445021216701,1.7826375667240388,45.42894732113669,55.14226304560935,NaN,NaN,NaN,NaN,3.5331719372217902,19.146773763984264
2025-04-30T10:30:00-04:00,527.38,531.315,527.36,530.63,529.2234786206403,528.7565605211689,529.4186235771683,528.0944974651695,58915,53202.433333333334,-0.4129596200600796,1.2664380416489394,1.679397661709019,51.28931168794684,54.54647157263314,NaN,NaN,NaN,NaN,3.5633025131345226,18.89557325313034
2025-04-30T11:30:00-04:00,530.5,532.05,530.39,531.01,529.2234786206403,529.1499336114466,530.223739269623,528.0761279532702,38649,51738.63333333333,-0.42522246253603346,1.1478695835389772,1.5730920460750106,51.97020583217641,54.54243180389779,NaN,NaN,NaN,NaN,3.427352333624911,18.402148802713427
2025-04-30T12:30:00-04:00,530.89,532.4,530.22,532.25,529.2234786206403,529.3873858418965,530.6416955943564,528.1330760894366,24973,50053.76666666667,-0.34582538726957024,1.140810311988048,1.4866356992576182,54.219067486314266,54.90557477212837,NaN,NaN,NaN,NaN,3.338255738365985,17.816806904069598
2025-04-30T13:30:00-04:00,532.22,533.81,530.25,530.58,529.2234786206403,529.8208435725925,531.2370140407808,528.4046731044042,65334,50924.23333333333,-0.39806097289140285,0.9890594831433646,1.3871204560347674,50.77121230050547,54.8184948676116,NaN,NaN,NaN,NaN,3.354094614196982,16.765386043272272
2025-04-30T14:30:00-04:00,530.495,531.21,529.44,530.13,529.2234786206403,529.874465599403,531.2091307086413,528.5398004901648,45267,51735.9,-0.45129827316181004,0.8229976145825049,1.274295887744315,49.851283858830186,54.56698484026992,NaN,NaN,NaN,NaN,3.2409449988971963,16.054740396903924
2025-04-30T15:30:00-04:00,530.15,535.7,529.59,533.3,529.2234786206403,530.7819597517522,532.5509451054971,529.0129743980073,161641,55701.03333333333,-0.27032409844406335,0.9363907646892358,1.2067148631332991,55.91156322993314,54.59663562795424,NaN,NaN,NaN,NaN,3.445877498975969,15.84340807434069
2025-05-01T09:30:00-04:00,533,533.65,528.26,530.66,529.2234786206403,530.8566666666666,530.8566666666666,530.8566666666666,73456,56471,-0.32220217739782075,0.8039621413860232,1.126164318783844,50.44425127897626,54.557257840727736,NaN,NaN,NaN,NaN,3.5847433919062555,15.193742526887737
2025-05-01T10:30:00-04:00,530.68,531.15,528.79,530.36,529.2234786206403,530.4639952237189,530.8420567659585,530.0859336814793,79243,57244.36666666667,-0.3672403059613494,0.6671139363321572,1.0343542422935066,49.84773858313577,54.04419259690057,NaN,NaN,NaN,NaN,3.4972617210558097,14.590481661395712
2025-05-01T11:30:00-04:00,530.44,531.75,529.04,529.75,526.6276464476234,530.3815297986674,530.7251082622136,530.0379513351213,62484,56821.13333333333,-0.42457677385201864,0.5036332749784833,0.928210048830502,48.589554485637244,53.30562580265848,NaN,NaN,NaN,NaN,3.4410287409803972,14.220338874974884
2025-05-01T12:30:00-04:00,529.74,531.06,528.64,530.4,526.6276464476234,530.3259077206628,530.66570569618,529.9861097451457,40909,57164.03333333333,-0.4052379774228325,0.4216625770519613,0.8269005544747938,50.03671893946206,52.720747198766965,NaN,NaN,NaN,NaN,3.3680981166246515,13.719779705204774
2025-05-01T13:30:00-04:00,530.32,531.41,528.98,530.38,526.6276464476234,530.3127297484149,530.6196932363205,530.0057662605093,60196,58303.433333333334,-0.3806885978653245,0.3510398071431382,0.7317284050084627,49.99009040522071,51.971426132783726,NaN,NaN,NaN,NaN,3.3010911082943157,13.377999572196241
2025-05-01T14:30:00-04:00,530.4,532.37,530.4,532.32,526.6276464476234,530.4521323264603,530.960292270995,529.9439723819256,35428,58317.2,-0.22820995738851058,0.44646595827282454,0.6746759156613351,54.426500975350336,51.647622085992346,NaN,NaN,NaN,NaN,3.207441743416151,13.398744473389176
2025-05-01T15:30:00-04:00,532.45,533.25,529.54,530.04,526.6276464476234,530.5306875071655,531.0300322705743,530.0313427437566,66956,58544.166666666664,-0.2723313215174551,0.3342617637645162,0.6065930852819713,48.932475718333976,50.836351578782796,NaN,NaN,NaN,NaN,3.243338761743572,13.718990690525928
2025-05-02T09:30:00-04:00,537,539.74,535.33,538.62,528.8108968642341,537.8966666666666,537.8966666666666,537.8966666666666,136064,62140.3,0.2563156822849696,0.9269876881381833,0.6706720058532137,63.75847137111615,52.14560329663847,NaN,NaN,NaN,NaN,3.7045288501904627,15.654968037552106
2025-05-02T10:30:00-04:00,538.58,539.23,537.175,537.45,529.4592174913872,537.9105951381305,537.9345129894322,537.8866772868288,46143,61856.46666666667,0.4934438357429193,1.2874768005318629,0.7940329647889436,61.151308998793866,52.85003167598468,NaN,NaN,NaN,NaN,3.5867053608911483,17.45266128836213
2025-05-02T11:30:00-04:00,537.49,539.5,537.33,538.92,530.5983739931098,538.0679093834667,538.353429647153,537.7823891197804,55612,60083.5,0.7027769459872473,1.6725041472730027,0.9697272012857554,63.188047142942665,53.65130605532514,NaN,NaN,NaN,NaN,3.4855121208274915,19.178164692154407
2025-05-02T12:30:00-04:00,538.96,539.12,537.75,538,531.3136991944879,538.0988661006911,538.3746840726603,537.8230481287219,38518,60098.433333333334,0.7295890867379125,1.881713559708146,1.1521244729702336,61.031456495844616,54.13790527029159,NaN,NaN,NaN,NaN,3.3344041121969568,20.780417852818662
2025-05-02T13:30:00-04:00,538.06,539.03,537.73,538.8,532.1349593555902,538.1429002176461,538.43397801705,537.8518224182423,32268,58712.933333333334,0.7486985837626396,2.0879977026735332,1.3392991189108936,62.23835441558773,54.95698684994033,NaN,NaN,NaN,NaN,3.1890895327543136,22.25668069731246
2025-05-02T14:30:00-04:00,538.83,541.2,538.81,540.85,534.4839674844723,538.5885126133896,539.4961651988989,537.6808600278804,80981,60178.13333333333,0.8400441057674075,2.389354251120153,1.5493101453527456,65.21165420839205,56.05415616062332,NaN,NaN,NaN,NaN,3.1327259947004404,24.11958325893737
2025-05-02T15:30:00-04:00,540.86,542.04,539.43,539.8,535.3621739875778,538.9795257634578,540.0808051702245,537.8782463566911,105508,61962.433333333334,0.7721278973052588,2.514470016984319,1.7423421196790603,62.4972841536728,56.524564798033296,NaN,NaN,NaN,NaN,3.0953884236504097,26.021959930966894
2025-05-05T09:30:00-04:00,520.79,521.38,502.82,508.97,535.3621739875778,511.05666666666673,511.05666666666673,511.05666666666673,1007042,94370.86666666667,-1.294300062680675,0.12446704132821651,1.4187671040088916,26.983002977524905,54.84876134792963,NaN,NaN,NaN,NaN,5.515717821961092,27.93532937934713
2025-05-05T10:30:00-04:00,508.94,516.37,507.97,516.27,535.3621739875778,511.7247199368513,512.8249367055963,510.62450316810623,371290,104920.23333333334,-2.0687134096220565,-1.167124658018679,0.9015887516033775,36.22426668212188,53.87565621214292,NaN,NaN,NaN,NaN,5.721737977535298,29.71202958141449
2025-05-05T11:30:00-04:00,516.39,520.18,515.54,516.9,535.3621739875778,512.5855327881519,514.8868723727636,510.2841932035402,239478,110812.53333333334,-2.4136698016310847,-2.1154985004354785,0.2981713011956062,36.965724643548796,53.04538265199375,NaN,NaN,NaN,NaN,5.644470979139919,30.52611064220011
2025-05-05T12:30:00-04:00,516.87,518.22,514.64,517.17,535.3621739875778,512.9036464729843,515.3703447151321,510.4369482308365,136402,114247.76666666666,-2.4888408274311,-2.8128797330932684,-0.32403890566216875,37.30215223229699,52.1357707443391,NaN,NaN,NaN,NaN,5.497008766344213,31.362410383038362
2025-05-05T13:30:00-04:00,517.05,519.2,515.92,516.47,535.3621739875778,513.1618158184009,515.7618860926366,510.5617455441652,112243,116687.86666666667,-2.4472055851323677,-3.3830458870776283,-0.9358403019452607,36.754450975617466,51.19036792793887,NaN,NaN,NaN,NaN,5.3386509973196326,31.91634538251883
2025-05-05T14:30:00-04:00,516.49,516.6,511.34,511.52,535.3621739875778,513.1612122018917,515.6670654086628,510.65535899512054,142993,120717.66666666667,-2.6001884197808307,-4.186075826671299,-1.5858874068904685,33.05805118231194,49.664050085578985,NaN,NaN,NaN,NaN,5.333033068939662,32.862688231281226
2025-05-05T15:30:00-04:00,511.43,513.02,510.44,512.75,535.3621739875778,513.0847718229774,515.51726011745,510.65228352850477,151367,123741.66666666667,-2.466814963930866,-4.669406111804051,-2.2025911478731848,34.81241037249639,48.65547398944773,NaN,NaN,NaN,NaN,5.136387849729686,33.82207496651239
2025-05-06T09:30:00-04:00,510.19,514.15,507.95,510.65,535.3621739875778,510.9166666666667,510.9166666666667,510.9166666666667,229917,130152.6,-2.3678410400091314,-5.162392447884599,-2.794551407875468,33.21206080832279,46.473587520676766,NaN,NaN,NaN,NaN,5.212360146177565,34.93465192974309
2025-05-06T10:30:00-04:00,510.7,514.82,510.7,513.61,535.3621739875778,511.501626901422,512.4512778669342,510.5519759359098,87236,130803.5,-1.9673022852964146,-5.253679264495986,-3.2863769791995714,37.5685935281902,44.78910784420508,NaN,NaN,NaN,NaN,5.13790585002203,35.79197862483133
2025-05-06T11:30:00-04:00,513.71,514.68,512.15,512.49,502.73110597224945,511.7025568170326,512.737480233427,510.6676334006381,45385,127729.93333333333,-1.6546376288301547,-5.354674015237265,-3.70003638640711,36.59587744522681,42.889667151511084,NaN,NaN,NaN,NaN,4.9516268607347405,36.58806769884183
2025-05-06T12:30:00-04:00,512.49,515.47,511.56,514.35,503.87399584398935,512.0338528848974,513.2521543788379,510.815551390957,68263,128041.53333333334,-1.2194932606547546,-5.224402962225554,-4.004909701570799,39.40195319898396,41.34470263030675,NaN,NaN,NaN,NaN,4.877224942110833,37.09608425426592
2025-05-06T13:30:00-04:00,514.32,514.6,512.31,514.3,504.17819667519143,512.1478677513162,513.399276600494,510.8964589021384,30915,127783.73333333334,-0.8495042349007207,-5.0667899951967,-4.2172857602959795,39.35153523331176,39.70992983157275,NaN,NaN,NaN,NaN,4.692423160531493,37.567813912873994
2025-05-06T14:30:00-04:00,514.37,515.72,513.69,514.45,506.36755734015316,512.4027921932445,513.8062726268312,510.99931175965787,53086,128720.83333333333,-0.5250490268637238,-4.873597043875634,-4.34854801701191,39.60122551093482,37.880613496040084,NaN,NaN,NaN,NaN,4.5022500776363845,37.6470601260866
2025-05-06T15:30:00-04:00,514.4,514.9,512,512.32,506.36755734015316,512.460642894754,513.8153612333924,511.1059245561155,48608,128163.3,-0.39044959234262056,-4.836610007440186,-4.446160415097565,37.25566232420601,36.07764050822103,NaN,NaN,NaN,NaN,4.387803643519498,37.95607609201365
2025-05-07T09:30:00-04:00,515.29,518.13,513.16,517.66,508.07943669769804,516.3166666666666,516.3166666666666,516.3166666666666,119607,130641.3,0.09570385900225276,-4.326530591344749,-4.422234450347002,45.90601517266673,37.42928423644544,NaN,NaN,NaN,NaN,4.489389097553816,37.23288611084708
2025-05-07T10:30:00-04:00,517.8,520.28,515.5,516.5,509.8495493581584,516.9601905414427,517.5080851695808,516.4122959133045,165003,130753.36666666667,0.36168664684074336,-3.9701261417960723,-4.331812788636816,44.47170051891605,38.018386653359315,NaN,NaN,NaN,NaN,4.510147019157112,35.952829312015396
2025-05-07T11:30:00-04:00,516.24,518.35,515.78,516.37,509.8495493581584,516.9396099688473,517.4432714867983,516.4359484508964,55115,130142,0.5406353076563093,-3.656018654066429,-4.196653961722738,44.304632231079005,38.5425943381829,NaN,NaN,NaN,NaN,4.371565089217322,34.7642051416717
2025-05-07T12:30:00-04:00,516.41,519.87,516.36,519.17,510.4115115892214,517.0858253082706,517.7425488383354,516.4291017782058,35973,128699.66666666667,0.8414054170468206,-3.1448971904142127,-3.9863026074610333,48.76883469005672,39.36164308516574,NaN,NaN,NaN,NaN,4.3100247257017985,33.21891971686054
2025-05-07T13:30:00-04:00,519.32,519.5,516.13,518,510.4115115892214,517.1687282242141,517.8356351162461,516.5018213321821,43996,128083.4,0.9474901256966906,-2.80193995034017,-3.7494300760368606,47.07101757578417,40.09854069946336,NaN,NaN,NaN,NaN,4.242880102437384,31.835962890506774
2025-05-07T14:30:00-04:00,517.925,520.02,516.25,516.565,510.7335674171017,517.2126287295157,517.8593135447968,516.5659439142346,46173,128258.86666666667,0.906917458555621,-2.615783252842334,-3.522700711397955,45.001695330915815,40.95165813864935,NaN,NaN,NaN,NaN,4.209102952263284,30.38931483319346
2025-05-07T15:30:00-04:00,516.61,519.19,516.1,517.99,510.7335674171017,517.287692340224,517.9172195068263,516.6581651736217,74040,128720.33333333333,0.9570011459287988,-2.3264492789869564,-3.2834504249157552,47.47125330012455,41.855861204908514,NaN,NaN,NaN,NaN,4.129167027101623,29.084952031214478
2025-05-08T09:30:00-04:00,521.4,521.99,517.32,518.11,512.4756831469451,519.14,519.14,519.14,102089,130942.36666666667,0.9758177598796798,-2.0636782250661554,-3.039495984945835,47.684289357768726,42.889591815583216,NaN,NaN,NaN,NaN,4.167797953737218,27.02466270881077
2025-05-08T10:30:00-04:00,518.4,519.57,516.89,518.86,512.4756831469451,518.8425455426247,519.1885787288854,518.4965123563641,75437,131225.06666666668,1.0120314220997253,-1.7744567073211783,-2.7864881294209036,49.0744235703862,43.71143681859722,NaN,NaN,NaN,NaN,4.061526671327422,25.205409983604287
2025-05-08T11:30:00-04:00,519,521.1,518.47,519.45,512.6238372140449,519.1257995656451,519.6095407682387,518.6420583630515,91839,129750.9,1.0447333865895083,-1.4805713961840183,-2.5253047827735267,50.19558431599891,44.6828444522238,NaN,NaN,NaN,NaN,3.959274766232606,23.75997059064845
2025-05-08T12:30:00-04:00,519.42,520.06,517.87,518.21,512.6238372140449,519.0698711781588,519.541269246514,518.5984731098035,42254,129621.26666666666,0.9543525124566901,-1.332364142202664,-2.286716654659354,47.81308359609846,45.283639480589116,NaN,NaN,NaN,NaN,3.832897997215987,22.21971998753575
2025-05-08T13:30:00-04:00,518.19,518.32,515.32,516.3,512.6238372140449,518.6554308865663,519.6637579049777,517.6471038681548,64292,129910.6,0.7466306171761028,-1.3534283831892253,-2.100059000365328,44.32331875361284,45.63876687489634,NaN,NaN,NaN,NaN,3.7734052831291307,21.263061039178194
2025-05-08T14:30:00-04:00,516.19,516.83,515.51,516.085,512.6238372140449,518.4039563686915,519.6221187447612,517.1857939926218,41786,130019.53333333334,0.5827199860746597,-1.3716590177720036,-1.9543790038466633,43.93459080055094,45.948292967011774,NaN,NaN,NaN,NaN,3.5981620486199106,20.37473487284618
2025-05-08T15:30:00-04:00,516.085,516.13,513.1,513.61,512.6238372140449,517.5842801605434,519.5584675988978,515.6100927221889,103616,132397.8,0.3093058157789943,-1.5677467341229203,-1.8770525499019146,39.62617974013132,46.11761563957787,NaN,NaN,NaN,NaN,3.557579045147058,20.238386003067554
2025-05-09T09:30:00-04:00,514.61,514.8,510.25,511.85,512.6238372140449,512.3000000000001,512.3000000000001,512.3000000000001,89317,132675.66666666666,0.026514430264156896,-1.8439095120717184,-1.8704239423358753,36.858176823334226,45.471341471768405,NaN,NaN,NaN,NaN,3.6284662562079792,20.8028799753475
2025-05-09T10:30:00-04:00,512,513.37,510.65,513.27,512.6238372140449,512.3425497269818,512.4035496056838,512.2815498482798,43458,130607.33333333333,-0.04445028117367,-1.925986793802963,-1.881536512629293,40.47120846110598,45.185592039067686,NaN,NaN,NaN,NaN,3.563575809335983,21.327052949607456
2025-05-09T11:30:00-04:00,513.19,515.9,512.87,513.6,512.6238372140449,512.8281213206832,513.6228694154554,512.033373225911,49777,98698.5,-0.04838599200646998,-1.9420190026373803,-1.8936330106309103,41.31166777396783,44.97180886355974,NaN,NaN,NaN,NaN,3.525463251526268,20.817283812858147
2025-05-09T12:30:00-04:00,513.5,514.76,512.96,514.56,512.6238372140449,512.9810488592238,513.8327403075958,512.1293574108519,25099,87158.8,0.03021250230615591,-1.8558673827482153,-1.8860798850543712,43.79758454932142,44.616719567792934,NaN,NaN,NaN,NaN,3.4022158764172454,20.343926757305223
2025-05-09T13:30:00-04:00,514.57,515.45,514.22,514.62,512.6238372140449,513.1572353715518,514.1250392482622,512.1894314948414,22779,79935.5,0.09891681666100527,-1.7624338642281145,-1.8613506808891198,43.95736295382969,44.394315666224756,NaN,NaN,NaN,NaN,3.247057599530301,19.63285450234907
2025-05-09T14:30:00-04:00,514.7,515.03,513.45,513.62,512.1840697712358,513.2496344950919,514.2037166097158,512.2955523804679,27168,76294.36666666667,0.0899458819326262,-1.7489183284733372,-1.8388642104059634,41.823264455500755,44.1672848894094,NaN,NaN,NaN,NaN,3.1279820567067027,19.218799555394455
2025-05-09T15:30:00-04:00,513.54,514.1,512.85,513.81,510.5192558169888,513.286345955831,514.1930685245251,512.379623387137,31489,73602.56666666667,0.10849789220473371,-1.7032418451500462,-1.8117397373547799,42.39550351547358,43.8047313333629,NaN,NaN,NaN,NaN,2.9938404812276525,19.02678225681968
2025-05-12T09:30:00-04:00,520.36,520.36,512.07,512.28,512.0154698283577,514.9033333333333,514.9033333333333,514.9033333333333,190457,75184.7,0.0333145537512185,-1.7700965451657567,-1.8034110989169752,39.063384308371184,43.18895240126308,NaN,NaN,NaN,NaN,3.372137589711389,18.651164348669163
2025-05-12T10:30:00-04:00,512.18,513.65,511.28,511.96,512.0154698283577,513.9668137911236,515.2174637902878,512.7161637919595,106797,73699.03333333334,-0.01953560787914599,-1.8278306087659075,-1.8082950008867615,38.383879044599894,42.42534207799263,NaN,NaN,NaN,NaN,3.300556333303433,18.025023468722836
2025-05-12T11:30:00-04:00,511.94,512.31,510.55,510.7,512.0154698283577,513.4650980673264,515.0223335569581,511.9078625776947,65456,68217,-0.11556135252552369,-1.9527466915436662,-1.8371853390181425,35.747126654833394,41.393309387909376,NaN,NaN,NaN,NaN,3.190516595210326,17.18578129015434
2025-05-12T12:30:00-04:00,510.68,512.31,510.26,511.48,512.0154698283577,513.104615944084,514.7307135650893,511.4785183230787,74518,67793.06666666667,-0.10316346606074855,-1.9661396715940782,-1.8629762055333297,38.56080683241901,40.73243247621799,NaN,NaN,NaN,NaN,3.1090511241238707,16.301284014310415
