time,open,high,low,close,Long Stop,Long Stop Start,Buy Label,Short Stop,Short Stop Start,Sell Label,Basis,Upper,Lower,ATR Trailing Stoploss,VWAP,Upper Band #1,Lower Band #1,Volume,Volume MA,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,ATR,ADX,OnBalanceVolume
2025-08-11T14:40:00-04:00,464.5,464.57,463.95,463.95,NaN,NaN,NaN,465.32521880968113,NaN,NaN,464.57160000000056,465.4328280508951,463.710371949106,464.1662371249455,465.0359056474473,466.022445217576,464.0493660773186,1813,2443.133333333333,40.384843412980764,49.35101150288097,NaN,NaN,NaN,NaN,0.36974375412409904,10.062522637001184,-1146434
2025-08-11T14:45:00-04:00,464.01,464.03,463.91,463.96,NaN,NaN,NaN,465.1515859510027,NaN,NaN,464.54490000000055,465.3974971824219,463.6923028175792,464.1662371249455,465.0317254336157,466.01859295952255,464.04485790770883,840,2395.633333333333,40.58840669915316,48.93704217794997,NaN,NaN,NaN,NaN,0.3519049145438025,10.737410863763888,-1145594
2025-08-11T14:50:00-04:00,463.92,464.02,463.785,464,NaN,NaN,NaN,465.0624229532299,NaN,NaN,464.5289000000006,465.3917123523546,463.6660876476466,464.1662371249455,465.01965519913216,466.00772453849726,464.03158585976706,2391,2373.3333333333335,41.449632562780046,48.50316656477058,NaN,NaN,NaN,NaN,0.34355456350495645,11.70054140340548,-1143203
2025-08-11T14:55:00-04:00,463.98,464.13,463.9,464.12,NaN,NaN,NaN,465.0624229532299,NaN,NaN,464.51730000000055,465.3861733138537,463.6484266861474,464.0446667263777,465.0152831198784,466.0032605281474,464.0273057116094,984,2227.9333333333334,44.06904587528207,48.034362896570386,NaN,NaN,NaN,NaN,0.33544352325460375,12.128643327489467,-1142219
2025-08-11T15:00:00-04:00,464.09,464.22,464,464.18,NaN,NaN,NaN,465.0624229532299,NaN,NaN,464.50930000000056,465.3830688684819,463.6355311315192,464.0446667263777,465.00756372580196,465.9946323334388,464.0204951181651,1927,2166.366666666667,45.38470498493609,47.40351038448939,NaN,NaN,NaN,NaN,0.3271975573078483,12.154168497973046,-1140292
2025-08-11T15:05:00-04:00,464.18,464.3,464.085,464.19,NaN,NaN,NaN,465.0624229532299,NaN,NaN,464.4981000000005,465.37359503473317,463.6226049652678,464.0446667263777,465.00468333318247,465.9911956844377,464.01817098192726,780,2134.633333333333,45.61432466520272,46.77022759836349,NaN,NaN,NaN,NaN,0.3191834460715756,11.851358019117022,-1139512
2025-08-11T15:10:00-04:00,464.19,464.46,464.09,464.4,NaN,NaN,NaN,465.0624229532299,NaN,NaN,464.49150000000054,465.36487563265854,463.61812436734255,464.0446667263777,464.9931073440043,465.9752798002945,464.01093488771403,3781,2211.8,50.33644058965204,46.39553712269991,NaN,NaN,NaN,NaN,0.32281319992360624,11.059866658627335,-1135731
2025-08-11T15:15:00-04:00,464.39,464.52,464.29,464.38,NaN,NaN,NaN,465.0624229532299,NaN,NaN,464.48610000000053,465.35882742353374,463.6133725764673,463.9187333811022,464.9878485472664,465.96726992818833,464.0084271663445,1999,2224.3333333333335,49.8921372157874,46.28816049373516,NaN,NaN,NaN,NaN,0.31618368564334587,10.548031869275466,-1137730
2025-08-11T15:20:00-04:00,464.48,464.68,464.46,464.67,NaN,NaN,NaN,465.0624229532299,NaN,NaN,464.49050000000057,465.3646721773926,463.6163278226085,463.98925117888746,464.98557923514045,465.96255023186905,464.00860823841185,1346,2164.1666666666665,55.96198167400852,46.70722754512874,NaN,NaN,NaN,NaN,0.3150277080973934,10.64189344450339,-1136384
2025-08-11T15:25:00-04:00,464.66,464.88,464.6,464.84,NaN,NaN,NaN,465.0624229532299,NaN,NaN,464.49910000000045,465.3783808174976,463.6198191825033,464.18740094310994,464.98441769178555,465.95883753862915,464.00999784494195,1255,2070.3333333333335,59.09045153674414,47.44466803443503,NaN,NaN,NaN,NaN,0.31252572894757763,11.361132383138829,-1135129
